season,week,home_team,away_team,closing_spread_home,bet_spread_home,bet_time_note
2023,12,NYJ,MIA,-9.5,-9.5,closing (baseline)
2023,12,SEA,SF,-7.0,-7.0,closing (baseline)
2023,12,DAL,WAS,13.0,13.0,closing (baseline)
2023,12,DET,GB,8.5,8.5,closing (baseline)
2023,12,HOU,JAX,-1.0,-1.0,closing (baseline)
2023,13,JAX,CIN,10.0,10.0,closing (baseline)
2023,13,GB,KC,-5.5,-5.5,closing (baseline)
2023,13,PHI,SF,-3.0,-3.0,closing (baseline)
2023,13,LA,CLE,3.5,3.5,closing (baseline)
2023,13,TB,CAR,4.0,4.0,closing (baseline)
2023,13,WAS,MIA,-8.5,-8.5,closing (baseline)
2023,13,TEN,IND,-1.5,-1.5,closing (baseline)
2023,13,NYJ,ATL,-2.0,-2.0,closing (baseline)
2023,13,NO,DET,-4.0,-4.0,closing (baseline)
2023,13,NE,LAC,-4.5,-4.5,closing (baseline)
2023,13,HOU,DEN,3.5,3.5,closing (baseline)
2023,13,DAL,SEA,9.5,9.5,closing (baseline)
2023,13,PIT,ARI,6.0,6.0,closing (baseline)
2023,14,NYG,GB,-6.0,-6.0,closing (baseline)
2023,14,MIA,TEN,14.0,14.0,closing (baseline)
2023,14,DAL,PHI,3.5,3.5,closing (baseline)
2023,14,LAC,DEN,3.0,3.0,closing (baseline)
2023,14,KC,BUF,2.0,2.0,closing (baseline)
2023,14,SF,SEA,14.5,14.5,closing (baseline)
2023,14,LV,MIN,-3.0,-3.0,closing (baseline)
2023,14,CLE,JAX,2.5,2.5,closing (baseline)
2023,14,NO,CAR,5.5,5.5,closing (baseline)
2023,14,CIN,IND,3.0,3.0,closing (baseline)
2023,14,CHI,DET,-3.0,-3.0,closing (baseline)
2023,14,BAL,LA,7.5,7.5,closing (baseline)
2023,14,ATL,TB,1.5,1.5,closing (baseline)
2023,14,PIT,NE,6.0,6.0,closing (baseline)
2023,14,NYJ,HOU,-3.5,-3.5,closing (baseline)
2023,15,JAX,BAL,-4.0,-4.0,closing (baseline)
2023,15,BUF,DAL,2.0,2.0,closing (baseline)
2023,15,LA,WAS,6.5,6.5,closing (baseline)
2023,15,ARI,SF,-12.5,-12.5,closing (baseline)
2023,15,TEN,HOU,3.0,3.0,closing (baseline)
2023,15,NO,NYG,6.0,6.0,closing (baseline)
2023,15,NE,KC,-10.0,-10.0,closing (baseline)
2023,15,SEA,PHI,-5.0,-5.0,closing (baseline)
2023,15,GB,TB,4.0,4.0,closing (baseline)
2023,15,CLE,CHI,3.0,3.0,closing (baseline)
2023,15,CAR,ATL,-3.0,-3.0,closing (baseline)
2023,15,DET,DEN,5.5,5.5,closing (baseline)
2023,15,IND,PIT,1.5,1.5,closing (baseline)
2023,15,CIN,MIN,3.0,3.0,closing (baseline)
2023,15,LV,LAC,3.0,3.0,closing (baseline)
2023,15,MIA,NYJ,7.5,7.5,closing (baseline)
2023,16,SF,BAL,6.5,6.5,closing (baseline)
2023,16,PHI,NYG,14.0,14.0,closing (baseline)
2023,16,KC,LV,11.0,11.0,closing (baseline)
2023,16,DEN,NE,7.0,7.0,closing (baseline)
2023,16,MIA,DAL,1.5,1.5,closing (baseline)
2023,16,CHI,ARI,4.5,4.5,closing (baseline)
2023,16,TB,JAX,-2.0,-2.0,closing (baseline)
2023,16,TEN,SEA,-3.0,-3.0,closing (baseline)
2023,16,NYJ,WAS,3.0,3.0,closing (baseline)
2023,16,HOU,CLE,-3.0,-3.0,closing (baseline)
2023,16,CAR,GB,-3.5,-3.5,closing (baseline)
2023,16,ATL,IND,3.0,3.0,closing (baseline)
2023,16,LAC,BUF,-13.0,-13.0,closing (baseline)
2023,16,PIT,CIN,-3.0,-3.0,closing (baseline)
2023,16,LA,NO,4.0,4.0,closing (baseline)
2023,16,MIN,DET,-2.5,-2.5,closing (baseline)
2023,17,PHI,ARI,12.0,12.0,closing (baseline)
2023,17,KC,CIN,7.5,7.5,closing (baseline)
2023,17,DEN,LAC,3.5,3.5,closing (baseline)
2023,17,SEA,PIT,4.5,4.5,closing (baseline)
2023,17,WAS,SF,-14.0,-14.0,closing (baseline)
2023,17,TB,NO,2.5,2.5,closing (baseline)
2023,17,NYG,LA,-6.0,-6.0,closing (baseline)
2023,17,MIN,GB,1.0,1.0,closing (baseline)
2023,17,IND,LV,3.5,3.5,closing (baseline)
2023,17,CLE,NYJ,6.5,6.5,closing (baseline)
2023,17,DAL,DET,5.5,5.5,closing (baseline)
2023,17,BAL,MIA,3.0,3.0,closing (baseline)
2023,17,JAX,CAR,3.5,3.5,closing (baseline)
2023,17,CHI,ATL,3.0,3.0,closing (baseline)
2023,17,HOU,TEN,5.0,5.0,closing (baseline)
2023,17,BUF,NE,15.0,15.0,closing (baseline)
2023,18,MIA,BUF,-2.5,-2.5,closing (baseline)
2023,18,WAS,DAL,-13.0,-13.0,closing (baseline)
2023,18,SF,LA,5.5,5.5,closing (baseline)
2023,18,NYG,PHI,-4.5,-4.5,closing (baseline)
2023,18,LV,DEN,3.5,3.5,closing (baseline)
2023,18,GB,CHI,2.5,2.5,closing (baseline)
2023,18,ARI,SEA,-2.5,-2.5,closing (baseline)
2023,18,LAC,KC,3.5,3.5,closing (baseline)
2023,18,NO,ATL,3.5,3.5,closing (baseline)
2023,18,NE,NYJ,2.5,2.5,closing (baseline)
2023,18,DET,MIN,3.5,3.5,closing (baseline)
2023,18,CIN,CLE,7.5,7.5,closing (baseline)
2023,18,CAR,TB,-5.0,-5.0,closing (baseline)
2023,18,IND,HOU,-1.5,-1.5,closing (baseline)
2023,18,BAL,PIT,-3.0,-3.0,closing (baseline)
2023,18,TEN,JAX,-3.5,-3.5,closing (baseline)
2024,1,SF,NYJ,3.5,3.5,closing (baseline)
2024,1,DET,LA,5.0,5.0,closing (baseline)
2024,1,TB,WAS,4.0,4.0,closing (baseline)
2024,1,CLE,DAL,2.5,2.5,closing (baseline)
2024,1,SEA,DEN,6.5,6.5,closing (baseline)
2024,1,LAC,LV,3.0,3.0,closing (baseline)
2024,1,NYG,MIN,-1.0,-1.0,closing (baseline)
2024,1,NO,CAR,3.5,3.5,closing (baseline)
2024,1,MIA,JAX,3.5,3.5,closing (baseline)
2024,1,CIN,NE,8.0,8.0,closing (baseline)
2024,1,CHI,TEN,4.0,4.0,closing (baseline)
2024,1,BUF,ARI,6.5,6.5,closing (baseline)
2024,1,ATL,PIT,4.0,4.0,closing (baseline)
2024,1,PHI,GB,2.0,2.0,closing (baseline)
2024,1,KC,BAL,3.0,3.0,closing (baseline)
2024,1,IND,HOU,-3.0,-3.0,closing (baseline)
2024,2,PHI,ATL,5.5,5.5,closing (baseline)
2024,2,HOU,CHI,6.0,6.0,closing (baseline)
2024,2,KC,CIN,6.5,6.5,closing (baseline)
2024,2,DEN,PIT,-3.0,-3.0,closing (baseline)
2024,2,ARI,LA,-1.0,-1.0,closing (baseline)
2024,2,WAS,NYG,1.5,1.5,closing (baseline)
2024,2,TEN,NYJ,-3.5,-3.5,closing (baseline)
2024,2,NE,SEA,-3.5,-3.5,closing (baseline)
2024,2,MIN,SF,-4.5,-4.5,closing (baseline)
2024,2,GB,IND,-3.0,-3.0,closing (baseline)
2024,2,DET,TB,7.5,7.5,closing (baseline)
2024,2,DAL,NO,6.5,6.5,closing (baseline)
2024,2,CAR,LAC,-5.0,-5.0,closing (baseline)
2024,2,BAL,LV,9.0,9.0,closing (baseline)
2024,2,MIA,BUF,2.5,2.5,closing (baseline)
2024,2,JAX,CLE,3.0,3.0,closing (baseline)
2024,3,CIN,WAS,7.5,7.5,closing (baseline)
2024,3,BUF,JAX,4.0,4.0,closing (baseline)
2024,3,ATL,KC,-3.0,-3.0,closing (baseline)
2024,3,LA,SF,-6.0,-6.0,closing (baseline)
2024,3,DAL,BAL,-1.5,-1.5,closing (baseline)
2024,3,ARI,DET,-3.0,-3.0,closing (baseline)
2024,3,LV,CAR,5.5,5.5,closing (baseline)
2024,3,SEA,MIA,4.0,4.0,closing (baseline)
2024,3,TB,DEN,6.0,6.0,closing (baseline)
2024,3,PIT,LAC,3.0,3.0,closing (baseline)
2024,3,NO,PHI,2.5,2.5,closing (baseline)
2024,3,MIN,HOU,-2.0,-2.0,closing (baseline)
2024,3,IND,CHI,1.5,1.5,closing (baseline)
2024,3,CLE,NYG,6.5,6.5,closing (baseline)
2024,3,NYJ,NE,6.5,6.5,closing (baseline)
2024,3,TEN,GB,3.0,3.0,closing (baseline)
2024,4,DET,SEA,3.5,3.5,closing (baseline)
2024,4,MIA,TEN,2.5,2.5,closing (baseline)
2024,4,LV,CLE,-2.5,-2.5,closing (baseline)
2024,4,LAC,KC,-7.5,-7.5,closing (baseline)
2024,4,SF,NE,10.5,10.5,closing (baseline)
2024,4,ARI,WAS,3.5,3.5,closing (baseline)
2024,4,TB,PHI,-1.0,-1.0,closing (baseline)
2024,4,BAL,BUF,2.5,2.5,closing (baseline)
2024,4,IND,PIT,-2.5,-2.5,closing (baseline)
2024,4,HOU,JAX,5.5,5.5,closing (baseline)
2024,4,GB,MIN,2.5,2.5,closing (baseline)
2024,4,CHI,LA,3.0,3.0,closing (baseline)
2024,4,CAR,CIN,-4.5,-4.5,closing (baseline)
2024,4,ATL,NO,2.5,2.5,closing (baseline)
2024,4,NYG,DAL,-5.5,-5.5,closing (baseline)
2024,4,NYJ,DEN,7.5,7.5,closing (baseline)
2024,5,KC,NO,5.5,5.5,closing (baseline)
2024,5,PIT,DAL,2.5,2.5,closing (baseline)
2024,5,SEA,NYG,7.0,7.0,closing (baseline)
2024,5,LA,GB,-3.0,-3.0,closing (baseline)
2024,5,SF,ARI,7.0,7.0,closing (baseline)
2024,5,DEN,LV,3.0,3.0,closing (baseline)
2024,5,WAS,CLE,3.0,3.0,closing (baseline)
2024,5,JAX,IND,3.5,3.5,closing (baseline)
2024,5,HOU,BUF,1.0,1.0,closing (baseline)
2024,5,CIN,BAL,-2.5,-2.5,closing (baseline)
2024,5,CHI,CAR,4.0,4.0,closing (baseline)
2024,5,MIN,NYJ,2.5,2.5,closing (baseline)
2024,5,ATL,TB,2.5,2.5,closing (baseline)
2024,5,NE,MIA,-2.0,-2.0,closing (baseline)
2024,6,DEN,LAC,-3.0,-3.0,closing (baseline)
2024,6,NYG,CIN,-4.5,-4.5,closing (baseline)
2024,6,DAL,DET,-3.5,-3.5,closing (baseline)
2024,6,CAR,ATL,-6.0,-6.0,closing (baseline)
2024,6,LV,PIT,-3.5,-3.5,closing (baseline)
2024,6,TEN,IND,2.5,2.5,closing (baseline)
2024,6,NYJ,BUF,-1.0,-1.0,closing (baseline)
2024,6,NO,TB,-3.5,-3.5,closing (baseline)
2024,6,SEA,SF,-3.5,-3.5,closing (baseline)
2024,6,CHI,JAX,-1.5,-1.5,closing (baseline)
2024,6,PHI,CLE,8.0,8.0,closing (baseline)
2024,6,GB,ARI,5.5,5.5,closing (baseline)
2024,6,NE,HOU,-6.5,-6.5,closing (baseline)
2024,6,BAL,WAS,6.5,6.5,closing (baseline)
2024,7,ARI,LAC,-1.0,-1.0,closing (baseline)
2024,7,TB,BAL,-4.5,-4.5,closing (baseline)
2024,7,PIT,NYJ,-3.0,-3.0,closing (baseline)
2024,7,SF,KC,2.5,2.5,closing (baseline)
2024,7,WAS,CAR,10.0,10.0,closing (baseline)
2024,7,NYG,PHI,-3.0,-3.0,closing (baseline)
2024,7,LA,LV,7.0,7.0,closing (baseline)
2024,7,GB,HOU,3.0,3.0,closing (baseline)
2024,7,CLE,CIN,-5.5,-5.5,closing (baseline)
2024,7,BUF,TEN,9.5,9.5,closing (baseline)
2024,7,ATL,SEA,3.0,3.0,closing (baseline)
2024,7,JAX,NE,6.5,6.5,closing (baseline)
2024,7,NO,DEN,-2.5,-2.5,closing (baseline)
2024,7,IND,MIA,3.0,3.0,closing (baseline)
2024,7,MIN,DET,1.0,1.0,closing (baseline)
2024,8,TB,ATL,-1.5,-1.5,closing (baseline)
2024,8,PIT,NYG,6.0,6.0,closing (baseline)
2024,8,SF,DAL,5.5,5.5,closing (baseline)
2024,8,WAS,CHI,1.5,1.5,closing (baseline)
2024,8,LV,KC,-9.0,-9.0,closing (baseline)
2024,8,DEN,CAR,13.0,13.0,closing (baseline)
2024,8,SEA,BUF,-3.0,-3.0,closing (baseline)
2024,8,LAC,NO,7.0,7.0,closing (baseline)
2024,8,NE,NYJ,-7.0,-7.0,closing (baseline)
2024,8,JAX,GB,-3.5,-3.5,closing (baseline)
2024,8,HOU,IND,5.0,5.0,closing (baseline)
2024,8,DET,TEN,12.5,12.5,closing (baseline)
2024,8,CLE,BAL,-7.5,-7.5,closing (baseline)
2024,8,CIN,PHI,2.5,2.5,closing (baseline)
2024,8,LA,MIN,-3.0,-3.0,closing (baseline)
2024,8,MIA,ARI,4.0,4.0,closing (baseline)
2024,9,KC,TB,9.0,9.0,closing (baseline)
2024,9,MIN,IND,6.5,6.5,closing (baseline)
2024,9,SEA,LA,-1.5,-1.5,closing (baseline)
2024,9,GB,DET,-2.5,-2.5,closing (baseline)
2024,9,PHI,JAX,7.5,7.5,closing (baseline)
2024,9,ARI,CHI,1.5,1.5,closing (baseline)
2024,9,TEN,NE,3.0,3.0,closing (baseline)
2024,9,CLE,LAC,-2.0,-2.0,closing (baseline)
2024,9,CIN,LV,8.0,8.0,closing (baseline)
2024,9,CAR,NO,-7.0,-7.0,closing (baseline)
2024,9,BUF,MIA,6.5,6.5,closing (baseline)
2024,9,BAL,DEN,9.0,9.0,closing (baseline)
2024,9,ATL,DAL,3.0,3.0,closing (baseline)
2024,9,NYJ,HOU,2.5,2.5,closing (baseline)
2024,9,NYG,WAS,-4.5,-4.5,closing (baseline)
2024,10,WAS,PIT,1.5,1.5,closing (baseline)
2024,10,HOU,DET,-4.5,-4.5,closing (baseline)
2024,10,DAL,PHI,-7.5,-7.5,closing (baseline)
2024,10,ARI,NYJ,-2.0,-2.0,closing (baseline)
2024,10,LAC,TEN,8.0,8.0,closing (baseline)
2024,10,TB,SF,-6.5,-6.5,closing (baseline)
2024,10,LA,MIA,2.5,2.5,closing (baseline)
2024,10,KC,DEN,7.5,7.5,closing (baseline)
2024,10,JAX,MIN,-7.0,-7.0,closing (baseline)
2024,10,IND,BUF,-4.5,-4.5,closing (baseline)
2024,10,CHI,NE,6.5,6.5,closing (baseline)
2024,10,CAR,NYG,-6.5,-6.5,closing (baseline)
2024,10,BAL,CIN,6.0,6.0,closing (baseline)
2024,10,NO,ATL,-3.5,-3.5,closing (baseline)
2024,11,DAL,HOU,-7.5,-7.5,closing (baseline)
2024,11,LAC,CIN,1.0,1.0,closing (baseline)
2024,11,BUF,KC,2.5,2.5,closing (baseline)
2024,11,SF,SEA,6.0,6.0,closing (baseline)
2024,11,DEN,ATL,2.0,2.0,closing (baseline)
2024,11,TEN,MIN,-6.0,-6.0,closing (baseline)
2024,11,PIT,BAL,-3.0,-3.0,closing (baseline)
2024,11,NYJ,IND,4.0,4.0,closing (baseline)
2024,11,NO,CLE,-1.0,-1.0,closing (baseline)
2024,11,NE,LA,-4.0,-4.0,closing (baseline)
2024,11,MIA,LV,8.0,8.0,closing (baseline)
2024,11,DET,JAX,14.0,14.0,closing (baseline)
2024,11,CHI,GB,-6.0,-6.0,closing (baseline)
2024,11,PHI,WAS,4.5,4.5,closing (baseline)
2024,12,LAC,BAL,-3.0,-3.0,closing (baseline)
2024,12,LA,PHI,-3.0,-3.0,closing (baseline)
2024,12,SEA,ARI,-1.0,-1.0,closing (baseline)
2024,12,GB,SF,6.5,6.5,closing (baseline)
2024,12,LV,DEN,-6.5,-6.5,closing (baseline)
2024,12,WAS,DAL,10.5,10.5,closing (baseline)
2024,12,NYG,TB,-6.5,-6.5,closing (baseline)
2024,12,MIA,NE,7.5,7.5,closing (baseline)
2024,12,IND,DET,-7.0,-7.0,closing (baseline)
2024,12,HOU,TEN,8.0,8.0,closing (baseline)
2024,12,CHI,MIN,-3.0,-3.0,closing (baseline)
2024,12,CAR,KC,-11.0,-11.0,closing (baseline)
2024,12,CLE,PIT,-3.5,-3.5,closing (baseline)
2024,13,DEN,CLE,6.5,6.5,closing (baseline)
2024,13,BUF,SF,6.5,6.5,closing (baseline)
2024,13,BAL,PHI,3.0,3.0,closing (baseline)
2024,13,NO,LA,-2.5,-2.5,closing (baseline)
2024,13,CAR,TB,-6.5,-6.5,closing (baseline)
2024,13,WAS,TEN,6.0,6.0,closing (baseline)
2024,13,NYJ,SEA,1.0,1.0,closing (baseline)
2024,13,NE,IND,-2.5,-2.5,closing (baseline)
2024,13,MIN,ARI,3.5,3.5,closing (baseline)
2024,13,JAX,HOU,-3.5,-3.5,closing (baseline)
2024,13,CIN,PIT,3.0,3.0,closing (baseline)
2024,13,ATL,LAC,-1.0,-1.0,closing (baseline)
2024,13,KC,LV,13.5,13.5,closing (baseline)
2024,13,GB,MIA,3.5,3.5,closing (baseline)
2024,13,DAL,NYG,4.5,4.5,closing (baseline)
2024,13,DET,CHI,9.5,9.5,closing (baseline)
2024,14,KC,LAC,5.0,5.0,closing (baseline)
2024,14,SF,CHI,3.0,3.0,closing (baseline)
2024,14,LA,BUF,-3.5,-3.5,closing (baseline)
2024,14,DAL,CIN,-5.0,-5.0,closing (baseline)
2024,14,TEN,JAX,3.0,3.0,closing (baseline)
2024,14,TB,LV,7.0,7.0,closing (baseline)
2024,14,ARI,SEA,3.0,3.0,closing (baseline)
2024,14,PHI,CAR,14.0,14.0,closing (baseline)
2024,14,DET,GB,3.0,3.0,closing (baseline)
2024,14,MIA,NYJ,6.5,6.5,closing (baseline)
2024,14,PIT,CLE,6.0,6.0,closing (baseline)
2024,14,NYG,NO,-5.5,-5.5,closing (baseline)
2024,14,MIN,ATL,6.0,6.0,closing (baseline)
2024,15,LV,ATL,-6.5,-6.5,closing (baseline)
2024,15,MIN,CHI,7.0,7.0,closing (baseline)
2024,15,SEA,GB,-3.0,-3.0,closing (baseline)
2024,15,PHI,PIT,5.5,5.5,closing (baseline)
2024,15,LAC,TB,3.0,3.0,closing (baseline)
2024,15,DEN,IND,4.5,4.5,closing (baseline)
2024,15,TEN,CIN,-6.0,-6.0,closing (baseline)
2024,15,DET,BUF,2.5,2.5,closing (baseline)
2024,15,NO,WAS,-7.5,-7.5,closing (baseline)
2024,15,JAX,NYJ,-3.5,-3.5,closing (baseline)
2024,15,HOU,MIA,2.5,2.5,closing (baseline)
2024,15,CLE,KC,-4.5,-4.5,closing (baseline)
2024,15,CAR,DAL,2.5,2.5,closing (baseline)
2024,15,SF,LA,3.0,3.0,closing (baseline)
2024,15,NYG,BAL,-16.5,-16.5,closing (baseline)
2024,15,ARI,NE,6.0,6.0,closing (baseline)
2024,16,WAS,PHI,-4.0,-4.0,closing (baseline)
2024,16,GB,NO,14.0,14.0,closing (baseline)
2024,16,DAL,TB,-4.5,-4.5,closing (baseline)
2024,16,MIA,SF,-2.0,-2.0,closing (baseline)
2024,16,LV,JAX,2.5,2.5,closing (baseline)
2024,16,BUF,NE,14.0,14.0,closing (baseline)
2024,16,SEA,MIN,-2.5,-2.5,closing (baseline)
2024,16,NYJ,LA,-3.0,-3.0,closing (baseline)
2024,16,CIN,CLE,10.0,10.0,closing (baseline)
2024,16,CHI,DET,-7.0,-7.0,closing (baseline)
2024,16,CAR,ARI,-5.5,-5.5,closing (baseline)
2024,16,ATL,NYG,9.5,9.5,closing (baseline)
2024,16,BAL,PIT,7.0,7.0,closing (baseline)
2024,16,KC,HOU,3.5,3.5,closing (baseline)
2024,16,LAC,DEN,3.0,3.0,closing (baseline)
2024,16,IND,TEN,4.0,4.0,closing (baseline)
2024,17,SF,DET,-4.0,-4.0,closing (baseline)
2024,17,WAS,ATL,3.5,3.5,closing (baseline)
2024,17,MIN,GB,-1.0,-1.0,closing (baseline)
2024,17,CLE,MIA,-3.0,-3.0,closing (baseline)
2024,17,TB,CAR,9.5,9.5,closing (baseline)
2024,17,PHI,DAL,7.5,7.5,closing (baseline)
2024,17,NYG,IND,-7.5,-7.5,closing (baseline)
2024,17,NO,LV,-2.0,-2.0,closing (baseline)
2024,17,JAX,TEN,-1.0,-1.0,closing (baseline)
2024,17,LA,ARI,6.5,6.5,closing (baseline)
2024,17,CIN,DEN,3.5,3.5,closing (baseline)
2024,17,NE,LAC,-6.0,-6.0,closing (baseline)
2024,17,CHI,SEA,-3.5,-3.5,closing (baseline)
2024,17,HOU,BAL,-5.5,-5.5,closing (baseline)
2024,17,PIT,KC,-3.0,-3.0,closing (baseline)
2024,17,BUF,NYJ,10.0,10.0,closing (baseline)
2024,18,TEN,HOU,2.5,2.5,closing (baseline)
2024,18,NYJ,MIA,1.5,1.5,closing (baseline)
2024,18,LV,LAC,-7.0,-7.0,closing (baseline)
2024,18,DET,MIN,3.0,3.0,closing (baseline)
2024,18,DEN,KC,10.5,10.5,closing (baseline)
2024,18,ARI,SF,4.5,4.5,closing (baseline)
2024,18,TB,NO,14.5,14.5,closing (baseline)
2024,18,LA,SEA,-7.5,-7.5,closing (baseline)
2024,18,NE,BUF,-3.0,-3.0,closing (baseline)
2024,18,IND,JAX,3.5,3.5,closing (baseline)
2024,18,GB,CHI,10.0,10.0,closing (baseline)
2024,18,DAL,WAS,-7.0,-7.0,closing (baseline)
2024,18,ATL,CAR,7.5,7.5,closing (baseline)
2024,18,PIT,CIN,-2.5,-2.5,closing (baseline)
2024,18,BAL,CLE,19.5,19.5,closing (baseline)
2024,18,PHI,NYG,3.0,3.0,closing (baseline)
2025,1,CHI,MIN,-1.5,-1.5,closing (baseline)
2025,1,BUF,BAL,-1.5,-1.5,closing (baseline)
2025,1,LA,HOU,3.5,3.5,closing (baseline)
2025,1,GB,DET,1.5,1.5,closing (baseline)
2025,1,SEA,SF,-2.5,-2.5,closing (baseline)
2025,1,DEN,TEN,8.5,8.5,closing (baseline)
2025,1,WAS,NYG,6.0,6.0,closing (baseline)
2025,1,NYJ,PIT,-3.0,-3.0,closing (baseline)
2025,1,NO,ARI,-6.0,-6.0,closing (baseline)
2025,1,NE,LV,2.5,2.5,closing (baseline)
2025,1,JAX,CAR,4.5,4.5,closing (baseline)
2025,1,IND,MIA,1.5,1.5,closing (baseline)
2025,1,CLE,CIN,-5.5,-5.5,closing (baseline)
2025,1,ATL,TB,-1.5,-1.5,closing (baseline)
2025,1,LAC,KC,-3.0,-3.0,closing (baseline)
2025,1,PHI,DAL,8.5,8.5,closing (baseline)
2025,2,LV,LAC,-3.5,-3.5,closing (baseline)
2025,2,HOU,TB,2.5,2.5,closing (baseline)
2025,2,MIN,ATL,3.5,3.5,closing (baseline)
2025,2,KC,PHI,-1.5,-1.5,closing (baseline)
2025,2,IND,DEN,-2.5,-2.5,closing (baseline)
2025,2,ARI,CAR,7.0,7.0,closing (baseline)
2025,2,TEN,LA,-5.5,-5.5,closing (baseline)
2025,2,PIT,SEA,3.5,3.5,closing (baseline)
2025,2,NYJ,BUF,-6.0,-6.0,closing (baseline)
2025,2,NO,SF,-3.0,-3.0,closing (baseline)
2025,2,MIA,NE,1.5,1.5,closing (baseline)
2025,2,DET,CHI,6.0,6.0,closing (baseline)
2025,2,DAL,NYG,4.5,4.5,closing (baseline)
2025,2,CIN,JAX,3.5,3.5,closing (baseline)
2025,2,BAL,CLE,12.5,12.5,closing (baseline)
2025,2,GB,WAS,3.5,3.5,closing (baseline)
2025,3,BAL,DET,4.5,4.5,closing (baseline)
2025,3,NYG,KC,-6.0,-6.0,closing (baseline)
2025,3,SF,ARI,1.5,1.5,closing (baseline)
2025,3,CHI,DAL,-1.5,-1.5,closing (baseline)
2025,3,SEA,NO,7.5,7.5,closing (baseline)
2025,3,LAC,DEN,2.5,2.5,closing (baseline)
2025,3,WAS,LV,2.5,2.5,closing (baseline)
2025,3,TEN,IND,-6.0,-6.0,closing (baseline)
2025,3,PHI,LA,3.5,3.5,closing (baseline)
2025,3,NE,PIT,-1.5,-1.5,closing (baseline)
2025,3,MIN,CIN,3.0,3.0,closing (baseline)
2025,3,JAX,HOU,1.5,1.5,closing (baseline)
2025,3,CLE,GB,-8.5,-8.5,closing (baseline)
2025,3,CAR,ATL,-5.5,-5.5,closing (baseline)
2025,3,BUF,MIA,12.5,12.5,closing (baseline)
2025,3,TB,NYJ,6.5,6.5,closing (baseline)
2025,4,LA,IND,3.5,3.5,closing (baseline)
2025,4,DEN,CIN,7.5,7.5,closing (baseline)
2025,4,MIA,NYJ,2.5,2.5,closing (baseline)
2025,4,DAL,GB,-7.0,-7.0,closing (baseline)
2025,4,LV,CHI,1.5,1.5,closing (baseline)
2025,4,KC,BAL,-2.5,-2.5,closing (baseline)
2025,4,SF,JAX,3.5,3.5,closing (baseline)
2025,4,TB,PHI,-3.5,-3.5,closing (baseline)
2025,4,DET,CLE,10.0,10.0,closing (baseline)
2025,4,NE,CAR,5.5,5.5,closing (baseline)
2025,4,ARI,SEA,-1.5,-1.5,closing (baseline)
2025,4,PIT,MIN,-2.5,-2.5,closing (baseline)
2025,4,ATL,WAS,2.5,2.5,closing (baseline)
2025,4,NYG,LAC,-6.0,-6.0,closing (baseline)
2025,4,HOU,TEN,7.5,7.5,closing (baseline)
2025,4,BUF,NO,15.5,15.5,closing (baseline)
2025,5,SEA,TB,3.5,3.5,closing (baseline)
2025,5,JAX,KC,-3.5,-3.5,closing (baseline)
2025,5,BUF,NE,7.5,7.5,closing (baseline)
2025,5,LAC,WAS,2.5,2.5,closing (baseline)
2025,5,CIN,DET,-10.5,-10.5,closing (baseline)
2025,5,ARI,TEN,7.5,7.5,closing (baseline)
2025,5,PHI,DEN,3.5,3.5,closing (baseline)
2025,5,NYJ,DAL,1.5,1.5,closing (baseline)
2025,5,NO,NYG,1.5,1.5,closing (baseline)
2025,5,IND,LV,7.0,7.0,closing (baseline)
2025,5,CAR,MIA,-1.5,-1.5,closing (baseline)
2025,5,BAL,HOU,-2.5,-2.5,closing (baseline)
2025,5,CLE,MIN,-3.5,-3.5,closing (baseline)
2025,5,LA,SF,8.5,8.5,closing (baseline)
2025,6,ATL,BUF,-3.5,-3.5,closing (baseline)
2025,6,KC,DET,2.5,2.5,closing (baseline)
2025,6,TB,SF,3.5,3.5,closing (baseline)
2025,6,GB,CIN,14.0,14.0,closing (baseline)
2025,6,LV,TEN,3.5,3.5,closing (baseline)
2025,6,PIT,CLE,5.5,5.5,closing (baseline)
2025,6,WAS,CHI,5.5,5.5,closing (baseline)
2025,6,NO,NE,-3.5,-3.5,closing (baseline)
2025,6,JAX,SEA,-1.5,-1.5,closing (baseline)
2025,6,IND,ARI,8.5,8.5,closing (baseline)
2025,6,CAR,DAL,-3.0,-3.0,closing (baseline)
2025,6,BAL,LA,-7.0,-7.0,closing (baseline)
2025,6,NYJ,DEN,-7.5,-7.5,closing (baseline)
2025,6,NYG,PHI,-7.0,-7.0,closing (baseline)
2025,6,MIA,LAC,-3.5,-3.5,closing (baseline)
2025,7,SEA,HOU,3.0,3.0,closing (baseline)
2025,7,DET,TB,6.0,6.0,closing (baseline)
2025,7,SF,ATL,1.5,1.5,closing (baseline)
2025,7,DAL,WAS,1.5,1.5,closing (baseline)
2025,7,ARI,GB,-7.0,-7.0,closing (baseline)
2025,7,LAC,IND,2.5,2.5,closing (baseline)
2025,7,DEN,NYG,7.5,7.5,closing (baseline)
2025,7,NYJ,CAR,1.5,1.5,closing (baseline)
2025,7,MIN,PHI,-2.5,-2.5,closing (baseline)
2025,7,KC,LV,13.5,13.5,closing (baseline)
2025,7,CLE,MIA,2.5,2.5,closing (baseline)
2025,7,CHI,NO,4.5,4.5,closing (baseline)
2025,7,JAX,LA,-3.0,-3.0,closing (baseline)
2025,7,CIN,PIT,-5.5,-5.5,closing (baseline)
2025,7,TEN,NE,-6.5,-6.5,closing (baseline)
