season,week,away_team,home_team,model_spread_home,sigma,vegas_spread_home,blended_spread_home,edge_bin,alpha
2025,6,PHI,NYG,-7.38,6.74,,,no_vegas,
2025,6,DEN,NYJ,-5.79,6.74,,,no_vegas,
2025,6,LA,BAL,0.17,6.74,,,no_vegas,
2025,6,DAL,CAR,-8.73,6.74,,,no_vegas,
2025,6,ARI,IND,2.27,6.74,,,no_vegas,
2025,6,SEA,JAX,-1.74,6.74,,,no_vegas,
2025,6,LAC,MIA,1.02,6.74,,,no_vegas,
2025,6,NE,NO,-0.13,6.74,,,no_vegas,
2025,6,CLE,PIT,7.85,6.74,,,no_vegas,
2025,6,TEN,LV,5.72,6.74,,,no_vegas,
2025,6,CIN,GB,8.63,6.74,,,no_vegas,
2025,6,SF,TB,2.65,6.74,,,no_vegas,
2025,6,DET,KC,3.02,6.74,,,no_vegas,
2025,6,BUF,ATL,-7.06,6.74,,,no_vegas,
2025,6,CHI,WAS,3.8,6.74,,,no_vegas,
