season,week,home_team,away_team,closing_spread_home
2021,4,SF,SEA,2.5
2021,4,DEN,BAL,1.0
2021,4,GB,PIT,6.5
2021,4,NE,TB,-6.0
2021,4,LAC,LV,3.0
2021,5,SEA,LA,-2.5
2021,5,ATL,NYJ,3.0
2021,5,CAR,PHI,2.5
2021,5,CIN,GB,-2.0
2021,5,HOU,NE,-8.0
2021,5,JAX,TEN,-4.0
2021,5,MIN,DET,10.0
2021,5,PIT,DEN,-2.0
2021,5,TB,MIA,11.0
2021,5,WAS,NO,-2.5
2021,5,LAC,CLE,2.5
2021,5,LV,CHI,5.5
2021,5,ARI,SF,6.0
2021,5,DAL,NYG,7.5
2021,5,KC,BUF,2.5
2021,5,BAL,IND,7.5
2021,6,PHI,TB,-7.0
2021,6,JAX,MIA,-2.5
2021,6,BAL,LAC,3.0
2021,6,CAR,MIN,-2.5
2021,6,CHI,GB,-5.5
2021,6,DET,CIN,-3.5
2021,6,IND,HOU,10.5
2021,6,NYG,LA,-7.5
2021,6,WAS,KC,-6.0
2021,6,CLE,ARI,3.0
2021,6,DEN,LV,5.0
2021,6,NE,DAL,-3.5
2021,6,PIT,SEA,5.5
2021,6,TEN,BUF,-6.0
2021,7,CLE,DEN,2.0
2021,7,BAL,CIN,6.5
2021,7,GB,WAS,8.5
2021,7,MIA,ATL,-1.5
2021,7,NE,NYJ,7.0
2021,7,NYG,CAR,-3.0
2021,7,TEN,KC,-4.0
2021,7,LA,DET,17.0
2021,7,LV,PHI,1.0
2021,7,ARI,HOU,20.5
2021,7,TB,CHI,12.5
2021,7,SF,IND,3.5
2021,7,SEA,NO,-6.0
2021,8,ARI,GB,6.5
2021,8,ATL,CAR,2.5
2021,8,BUF,MIA,15.0
2021,8,CHI,SF,-4.5
2021,8,CLE,PIT,5.5
2021,8,DET,PHI,-3.0
2021,8,HOU,LA,-17.0
2021,8,IND,TEN,3.0
2021,8,NYJ,CIN,-11.5
2021,8,LAC,NE,3.5
2021,8,SEA,JAX,4.0
2021,8,DEN,WAS,4.0
2021,8,NO,TB,-4.0
2021,8,MIN,DAL,4.5
2021,8,KC,NYG,10.5
2021,9,IND,NYJ,10.5
2021,9,BAL,MIN,7.5
2021,9,CAR,NE,-3.5
2021,9,CIN,CLE,2.5
2021,9,DAL,DEN,10.5
2021,9,JAX,BUF,-14.5
2021,9,MIA,HOU,4.0
2021,9,NO,ATL,7.0
2021,9,NYG,LV,-3.0
2021,9,PHI,LAC,-1.0
2021,9,KC,GB,7.0
2021,9,SF,ARI,5.5
2021,9,LA,TEN,7.0
2021,9,PIT,CHI,7.0
2021,10,MIA,BAL,-8.5
2021,10,DAL,ATL,8.0
2021,10,IND,JAX,10.5
2021,10,NE,CLE,2.5
2021,10,NYJ,BUF,-13.0
2021,10,PIT,DET,9.0
2021,10,TEN,NO,3.0
2021,10,WAS,TB,-10.0
2021,10,ARI,CAR,7.0
2021,10,LAC,MIN,3.0
2021,10,DEN,PHI,1.0
2021,10,GB,SEA,3.0
2021,10,LV,KC,-2.5
2021,10,SF,LA,-3.5
2021,11,ATL,NE,-7.0
2021,11,BUF,IND,7.5
2021,11,CAR,WAS,3.5
2021,11,CHI,BAL,-5.0
2021,11,CLE,DET,13.0
2021,11,JAX,SF,-6.5
2021,11,MIN,GB,-1.0
2021,11,NYJ,MIA,-3.5
2021,11,PHI,NO,2.5
2021,11,TEN,HOU,10.5
2021,11,LV,CIN,-1.0
2021,11,KC,DAL,2.5
2021,11,SEA,ARI,2.5
2021,11,LAC,PIT,5.5
2021,11,TB,NYG,11.5
2021,12,DET,CHI,-2.0
2021,12,DAL,LV,7.0
2021,12,NO,BUF,-7.0
2021,12,CIN,PIT,3.5
2021,12,HOU,NYJ,3.0
2021,12,IND,TB,-3.0
2021,12,JAX,ATL,-1.5
2021,12,MIA,CAR,-1.0
2021,12,NE,TEN,7.5
2021,12,NYG,PHI,-4.0
2021,12,DEN,LAC,-2.5
2021,12,GB,LA,-2.0
2021,12,SF,MIN,3.5
2021,12,BAL,CLE,3.0
2021,12,WAS,SEA,-1.0
2021,13,NO,DAL,-6.0
2021,13,ATL,TB,-11.0
2021,13,CHI,ARI,-7.5
2021,13,CIN,LAC,2.5
2021,13,DET,MIN,-7.0
2021,13,HOU,IND,-10.0
2021,13,MIA,NYG,6.5
2021,13,NYJ,PHI,-5.0
2021,13,LA,JAX,14.0
2021,13,LV,WAS,1.0
2021,13,PIT,BAL,-4.0
2021,13,SEA,SF,-3.0
2021,13,KC,DEN,8.5
2021,13,BUF,NE,3.0
2021,14,MIN,PIT,3.5
2021,14,CAR,ATL,2.5
2021,14,CLE,BAL,3.0
2021,14,HOU,SEA,-10.0
2021,14,KC,LV,10.0
2021,14,NYJ,NO,-4.5
2021,14,TEN,JAX,8.5
2021,14,WAS,DAL,-6.5
2021,14,DEN,DET,13.0
2021,14,LAC,NYG,9.5
2021,14,CIN,SF,-2.5
2021,14,TB,BUF,3.5
2021,14,GB,CHI,11.5
2021,14,ARI,LA,3.0
2021,15,LAC,KC,-3.0
2021,15,IND,NE,-1.0
2021,15,BUF,CAR,14.0
2021,15,DET,ARI,-13.0
2021,15,JAX,HOU,6.0
2021,15,MIA,NYJ,10.5
2021,15,NYG,DAL,-11.5
2021,15,PIT,TEN,1.0
2021,15,DEN,CIN,3.0
2021,15,SF,ATL,9.5
2021,15,BAL,GB,-9.5
2021,15,TB,NO,11.5
2021,15,CLE,LV,-3.0
2021,15,CHI,MIN,-7.0
2021,15,LA,SEA,7.5
2021,15,PHI,WAS,10.0
2021,16,TEN,SF,-3.5
2021,16,GB,CLE,7.5
2021,16,ARI,IND,3.0
2021,16,ATL,DET,7.5
2021,16,CAR,TB,-11.5
2021,16,CIN,BAL,7.5
2021,16,HOU,LAC,-13.5
2021,16,MIN,LA,-3.5
2021,16,NE,BUF,1.0
2021,16,NYJ,JAX,2.5
2021,16,PHI,NYG,11.0
2021,16,SEA,CHI,7.0
2021,16,KC,PIT,10.5
2021,16,LV,DEN,-1.0
2021,16,DAL,WAS,10.5
2021,16,NO,MIA,-3.0
2021,17,BAL,LA,-7.0
2021,17,BUF,ATL,14.0
2021,17,CHI,NYG,7.0
2021,17,CIN,KC,-3.5
2021,17,IND,LV,8.5
2021,17,NE,JAX,17.5
2021,17,NYJ,TB,-14.5
2021,17,TEN,MIA,3.0
2021,17,WAS,PHI,-6.5
2021,17,LAC,DEN,8.0
2021,17,SF,HOU,14.0
2021,17,DAL,ARI,6.5
2021,17,NO,CAR,7.0
2021,17,SEA,DET,8.5
2021,17,GB,MIN,13.0
2021,17,PIT,CLE,-1.0
2021,18,DEN,KC,-11.5
2021,18,PHI,DAL,-6.5
2021,18,BAL,PIT,3.0
2021,18,CLE,CIN,6.5
2021,18,DET,GB,-4.0
2021,18,HOU,TEN,-10.5
2021,18,JAX,IND,-14.0
2021,18,MIN,CHI,3.5
2021,18,NYG,WAS,-6.0
2021,18,ARI,SEA,5.5
2021,18,ATL,NO,-4.5
2021,18,BUF,NYJ,16.0
2021,18,LA,SF,3.0
2021,18,MIA,NE,-6.0
2021,18,TB,CAR,11.0
2021,18,LV,LAC,-3.5
2022,1,LA,BUF,-1.0
2022,1,ATL,NO,-6.0
2022,1,CAR,CLE,2.5
2022,1,CHI,SF,-6.5
2022,1,CIN,PIT,7.5
2022,1,DET,PHI,-6.0
2022,1,HOU,IND,-7.0
2022,1,MIA,NE,3.0
2022,1,NYJ,BAL,-6.5
2022,1,WAS,JAX,3.0
2022,1,ARI,KC,-6.0
2022,1,LAC,LV,3.5
2022,1,MIN,GB,2.5
2022,1,TEN,NYG,5.5
2022,1,DAL,TB,-2.5
2022,1,SEA,DEN,-6.0
2022,2,KC,LAC,4.0
2022,2,BAL,MIA,3.0
2022,2,CLE,NYJ,6.5
2022,2,DET,WAS,-1.0
2022,2,JAX,IND,-3.0
2022,2,NO,TB,-2.5
2022,2,NYG,CAR,-1.0
2022,2,PIT,NE,-3.0
2022,2,LA,ATL,10.5
2022,2,SF,SEA,8.5
2022,2,DAL,CIN,-7.5
2022,2,DEN,HOU,10.5
2022,2,LV,ARI,5.5
2022,2,GB,CHI,10.5
2022,2,BUF,TEN,10.0
2022,2,PHI,MIN,2.5
2022,3,CLE,PIT,4.5
2022,3,CAR,NO,-2.0
2022,3,CHI,HOU,3.0
2022,3,IND,KC,-4.5
2022,3,MIA,BUF,-4.0
2022,3,MIN,DET,6.5
2022,3,NE,BAL,-2.5
2022,3,NYJ,CIN,-6.5
2022,3,TEN,LV,-1.5
2022,3,WAS,PHI,-6.0
2022,3,LAC,JAX,6.5
2022,3,ARI,LA,-3.5
2022,3,SEA,ATL,1.0
2022,3,TB,GB,1.0
2022,3,DEN,SF,-1.0
2022,3,NYG,DAL,1.0
2022,4,CIN,MIA,4.0
2022,4,NO,MIN,-4.0
2022,4,ATL,CLE,-1.0
2022,4,BAL,BUF,-3.0
2022,4,DAL,WAS,3.0
2022,4,DET,SEA,3.0
2022,4,HOU,LAC,-5.5
2022,4,IND,TEN,4.5
2022,4,NYG,CHI,3.0
2022,4,PHI,JAX,6.5
2022,4,PIT,NYJ,3.0
2022,4,CAR,ARI,1.0
2022,4,GB,NE,10.0
2022,4,LV,DEN,2.5
2022,4,TB,KC,1.0
2022,4,SF,LA,1.0
2022,5,DEN,IND,3.5
2022,5,GB,NYG,8.5
2022,5,BUF,PIT,14.0
2022,5,CLE,LAC,-1.0
2022,5,JAX,HOU,7.0
2022,5,MIN,CHI,10.0
2022,5,NE,DET,3.0
2022,5,NO,SEA,5.5
2022,5,NYJ,MIA,-3.0
2022,5,TB,ATL,10.5
2022,5,WAS,TEN,-1.0
2022,5,CAR,SF,-6.0
2022,5,ARI,PHI,-5.5
2022,5,LA,DAL,5.5
2022,5,BAL,CIN,3.0
2022,5,KC,LV,7.5
2022,6,CHI,WAS,-1.0
2022,6,ATL,SF,-3.5
2022,6,CLE,NE,2.5
2022,6,GB,NYJ,7.5
2022,6,IND,JAX,1.0
2022,6,MIA,MIN,-3.0
2022,6,NO,CIN,-3.0
2022,6,NYG,BAL,-5.5
2022,6,PIT,TB,-10.0
2022,6,LA,CAR,10.0
2022,6,SEA,ARI,-2.5
2022,6,KC,BUF,-2.5
2022,6,PHI,DAL,6.5
2022,6,LAC,DEN,3.5
2022,7,ARI,NO,2.5
2022,7,BAL,CLE,6.5
2022,7,CAR,TB,-13.0
2022,7,CIN,ATL,6.5
2022,7,DAL,DET,7.0
2022,7,JAX,NYG,3.0
2022,7,TEN,IND,2.5
2022,7,WAS,GB,-4.0
2022,7,DEN,NYJ,-2.0
2022,7,LV,HOU,7.0
2022,7,LAC,SEA,5.5
2022,7,SF,KC,-1.0
2022,7,MIA,PIT,7.5
2022,7,NE,CHI,9.5
2022,8,TB,BAL,2.0
2022,8,JAX,DEN,1.0
2022,8,ATL,CAR,4.5
2022,8,DAL,CHI,10.5
2022,8,DET,MIA,-3.5
2022,8,MIN,ARI,4.0
2022,8,NO,LV,-1.0
2022,8,NYJ,NE,-3.0
2022,8,PHI,PIT,11.0
2022,8,HOU,TEN,-1.0
2022,8,IND,WAS,3.0
2022,8,LA,SF,-1.0
2022,8,SEA,NYG,3.0
2022,8,BUF,GB,10.5
2022,8,CLE,CIN,-3.0
2022,9,HOU,PHI,-14.0
2022,9,ATL,LAC,-2.5
2022,9,CHI,MIA,-4.0
2022,9,CIN,CAR,7.0
2022,9,DET,GB,-4.0
2022,9,JAX,LV,-2.5
2022,9,NE,IND,5.0
2022,9,NYJ,BUF,-11.0
2022,9,WAS,MIN,-3.0
2022,9,ARI,SEA,1.5
2022,9,TB,LA,3.0
2022,9,KC,TEN,14.0
2022,9,NO,BAL,-1.0
2022,10,CAR,ATL,-2.5
2022,10,TB,SEA,2.5
2022,10,BUF,MIN,6.5
2022,10,CHI,DET,3.0
2022,10,KC,JAX,10.0
2022,10,MIA,CLE,3.0
2022,10,NYG,HOU,5.5
2022,10,PIT,NO,1.0
2022,10,TEN,DEN,2.5
2022,10,LV,IND,4.5
2022,10,GB,DAL,-3.5
2022,10,LA,ARI,3.5
2022,10,SF,LAC,8.5
2022,10,PHI,WAS,11.0
2022,11,GB,TEN,3.0
2022,11,ATL,CHI,3.0
2022,11,BAL,CAR,13.0
2022,11,BUF,CLE,7.5
2022,11,HOU,WAS,-3.0
2022,11,IND,PHI,-6.5
2022,11,NE,NYJ,3.5
2022,11,NO,LA,2.5
2022,11,NYG,DET,3.0
2022,11,DEN,LV,2.5
2022,11,MIN,DAL,-1.5
2022,11,PIT,CIN,-3.5
2022,11,LAC,KC,-5.5
2022,11,ARI,SF,-10.0
2022,12,DET,BUF,-10.0
2022,12,DAL,NYG,10.5
2022,12,MIN,NE,2.5
2022,12,CAR,DEN,-1.0
2022,12,CLE,TB,-3.0
2022,12,JAX,BAL,-3.5
2022,12,MIA,HOU,14.0
2022,12,NYJ,CHI,8.5
2022,12,TEN,CIN,-1.0
2022,12,WAS,ATL,3.5
2022,12,ARI,LAC,-2.5
2022,12,SEA,LV,4.0
2022,12,KC,LA,16.5
2022,12,SF,NO,9.5
2022,12,PHI,GB,6.5
2022,12,IND,PIT,2.5
2022,13,NE,BUF,-3.5
2022,13,ATL,PIT,-1.0
2022,13,BAL,DEN,9.5
2022,13,CHI,GB,-4.0
2022,13,DET,JAX,1.0
2022,13,HOU,CLE,-7.5
2022,13,MIN,NYJ,3.0
2022,13,NYG,WAS,-2.5
2022,13,PHI,TEN,5.0
2022,13,LA,SEA,-7.0
2022,13,SF,MIA,4.5
2022,13,CIN,KC,-2.5
2022,13,LV,LAC,2.5
2022,13,DAL,IND,11.0
2022,13,TB,NO,3.5
2022,14,LA,LV,-6.5
2022,14,BUF,NYJ,10.0
2022,14,CIN,CLE,4.5
2022,14,DAL,HOU,17.0
2022,14,DET,MIN,2.5
2022,14,NYG,PHI,-7.5
2022,14,PIT,BAL,1.5
2022,14,TEN,JAX,3.0
2022,14,DEN,KC,-8.5
2022,14,SEA,CAR,3.5
2022,14,SF,TB,3.5
2022,14,LAC,MIA,-3.0
2022,14,ARI,NE,-2.0
2022,15,SEA,SF,-3.0
2022,15,MIN,IND,3.5
2022,15,CLE,BAL,2.5
2022,15,BUF,MIA,7.0
2022,15,CAR,PIT,2.5
2022,15,CHI,PHI,-8.5
2022,15,HOU,KC,-14.5
2022,15,JAX,DAL,-4.0
2022,15,NO,ATL,5.0
2022,15,NYJ,DET,2.0
2022,15,DEN,ARI,1.5
2022,15,LV,NE,1.0
2022,15,LAC,TEN,3.0
2022,15,TB,CIN,-3.5
2022,15,WAS,NYG,4.5
2022,15,GB,LA,8.0
2022,16,NYJ,JAX,2.5
2022,16,BAL,ATL,6.5
2022,16,CAR,DET,-2.5
2022,16,CHI,BUF,-8.0
2022,16,CLE,NO,3.0
2022,16,KC,SEA,10.5
2022,16,MIN,NYG,4.5
2022,16,NE,CIN,-3.0
2022,16,TEN,HOU,3.0
2022,16,SF,WAS,6.5
2022,16,DAL,PHI,4.0
2022,16,PIT,LV,2.5
2022,16,MIA,GB,3.5
2022,16,LA,DEN,-3.0
2022,16,ARI,TB,-7.5
2022,16,IND,LAC,-3.5
2022,17,TEN,DAL,-14.0
2022,17,ATL,ARI,7.0
2022,17,DET,CHI,4.5
2022,17,HOU,JAX,-3.5
2022,17,KC,DEN,13.5
2022,17,NE,MIA,3.0
2022,17,NYG,IND,5.5
2022,17,PHI,NO,5.5
2022,17,TB,CAR,3.5
2022,17,WAS,CLE,1.0
2022,17,LV,SF,-10.0
2022,17,SEA,NYJ,-1.0
2022,17,GB,MIN,3.0
2022,17,LAC,LA,6.5
2022,17,BAL,PIT,1.0
2022,18,LV,KC,-9.0
2022,18,JAX,TEN,6.0
2022,18,ATL,TB,6.0
2022,18,BUF,NE,8.0
2022,18,CHI,MIN,-6.5
2022,18,CIN,BAL,11.0
2022,18,IND,HOU,3.0
2022,18,MIA,NYJ,3.5
2022,18,NO,CAR,3.5
2022,18,PIT,CLE,2.5
2022,18,DEN,LAC,6.0
2022,18,PHI,NYG,16.5
2022,18,SEA,LA,5.5
2022,18,SF,ARI,14.0
2022,18,WAS,DAL,-7.5
2022,18,GB,DET,5.5
2023,1,KC,DET,4.0
2023,1,ATL,CAR,3.5
2023,1,BAL,HOU,9.5
2023,1,CLE,CIN,-1.0
2023,1,IND,JAX,-4.0
2023,1,MIN,TB,4.0
2023,1,NO,TEN,3.0
2023,1,PIT,SF,-1.5
2023,1,WAS,ARI,7.0
2023,1,CHI,GB,1.0
2023,1,DEN,LV,3.0
2023,1,LAC,MIA,3.0
2023,1,NE,PHI,-3.5
2023,1,SEA,LA,4.5
2023,1,NYG,DAL,-3.5
2023,1,NYJ,BUF,-2.5
2023,2,PHI,MIN,6.0
2023,2,ATL,GB,3.0
2023,2,BUF,LV,7.5
2023,2,CIN,BAL,3.5
2023,2,DET,SEA,4.5
2023,2,HOU,IND,-1.0
2023,2,JAX,KC,-3.5
2023,2,TB,CHI,2.5
2023,2,TEN,LAC,-2.5
2023,2,ARI,NYG,-5.0
2023,2,LA,SF,-7.5
2023,2,DAL,NYJ,8.5
2023,2,DEN,WAS,4.0
2023,2,NE,MIA,-2.0
2023,2,CAR,NO,-3.0
2023,2,PIT,CLE,-2.5
2023,3,SF,NYG,10.5
2023,3,BAL,IND,7.5
2023,3,CLE,TEN,3.5
2023,3,DET,ATL,3.0
2023,3,GB,NO,-1.5
2023,3,JAX,HOU,7.5
2023,3,MIA,DEN,6.0
2023,3,MIN,LAC,1.0
2023,3,NYJ,NE,-2.5
2023,3,WAS,BUF,-5.5
2023,3,SEA,CAR,5.0
2023,3,ARI,DAL,-11.5
2023,3,KC,CHI,13.0
2023,3,LV,PIT,3.0
2023,3,TB,PHI,-6.0
2023,3,CIN,LA,3.0
2023,4,GB,DET,-2.5
2023,4,JAX,ATL,3.5
2023,4,BUF,MIA,2.5
2023,4,CAR,MIN,-4.5
2023,4,CHI,DEN,-3.0
2023,4,CLE,BAL,-2.0
2023,4,HOU,PIT,-3.0
2023,4,IND,LA,-1.0
2023,4,NO,TB,4.0
2023,4,PHI,WAS,9.5
2023,4,TEN,CIN,-2.5
2023,4,LAC,LV,7.0
2023,4,DAL,NE,6.5
2023,4,SF,ARI,15.0
2023,4,NYJ,KC,-9.5
2023,4,NYG,SEA,-2.5
2023,5,WAS,CHI,6.0
2023,5,BUF,JAX,5.5
2023,5,ATL,HOU,2.5
2023,5,DET,CAR,9.5
2023,5,IND,TEN,-2.5
2023,5,MIA,NYG,12.5
2023,5,NE,NO,2.5
2023,5,PIT,BAL,-4.5
2023,5,ARI,CIN,-3.0
2023,5,LA,PHI,-3.5
2023,5,DEN,NYJ,2.5
2023,5,MIN,KC,-3.5
2023,5,SF,DAL,3.5
2023,5,LV,GB,1.0
2023,6,KC,DEN,10.5
2023,6,TEN,BAL,-5.5
2023,6,ATL,WAS,1.5
2023,6,CHI,MIN,-3.0
2023,6,CIN,SEA,3.0
2023,6,CLE,SF,-9.5
2023,6,HOU,NO,-2.0
2023,6,JAX,IND,4.0
2023,6,MIA,CAR,14.0
2023,6,LV,NE,3.0
2023,6,LA,ARI,7.0
2023,6,NYJ,PHI,-6.5
2023,6,TB,DET,-3.0
2023,6,BUF,NYG,15.5
2023,6,LAC,DAL,-1.5
2023,7,NO,JAX,2.5
2023,7,BAL,DET,3.0
2023,7,CHI,LV,-2.5
2023,7,IND,CLE,-3.5
2023,7,NE,BUF,-7.5
2023,7,NYG,WAS,-3.0
2023,7,TB,ATL,3.0
2023,7,LA,PIT,3.5
2023,7,SEA,ARI,9.5
2023,7,DEN,GB,1.5
2023,7,KC,LAC,5.5
2023,7,PHI,MIA,3.0
2023,7,MIN,SF,-7.0
2023,8,BUF,TB,10.0
2023,8,CAR,HOU,-3.0
2023,8,DAL,LA,6.5
2023,8,GB,MIN,-1.0
2023,8,IND,NO,-2.0
2023,8,MIA,NE,7.5
2023,8,NYG,NYJ,-3.0
2023,8,PIT,JAX,-2.5
2023,8,TEN,ATL,-2.5
2023,8,WAS,PHI,-7.0
2023,8,SEA,CLE,4.0
2023,8,ARI,BAL,-9.5
2023,8,DEN,KC,-7.0
2023,8,SF,CIN,4.0
2023,8,LAC,CHI,9.5
2023,8,DET,LV,7.0
2023,9,PIT,TEN,3.5
2023,9,KC,MIA,1.0
2023,9,ATL,MIN,3.5
2023,9,BAL,SEA,6.0
2023,9,CLE,ARI,13.0
2023,9,GB,LA,3.5
2023,9,HOU,TB,2.5
2023,9,NE,WAS,2.5
2023,9,NO,CHI,9.0
2023,9,CAR,IND,-1.5
2023,9,LV,NYG,1.0
2023,9,PHI,DAL,3.5
2023,9,CIN,BUF,1.5
2023,9,NYJ,LAC,-3.0
2023,10,CHI,CAR,3.0
2023,10,NE,IND,-1.0
2023,10,BAL,CLE,6.0
2023,10,CIN,HOU,5.5
2023,10,JAX,SF,-3.0
2023,10,MIN,NO,-3.0
2023,10,PIT,GB,3.0
2023,10,TB,TEN,2.5
2023,10,ARI,ATL,-2.0
2023,10,LAC,DET,-2.5
2023,10,DAL,NYG,17.5
2023,10,SEA,WAS,6.0
2023,10,LV,NYJ,-1.0
2023,10,BUF,DEN,7.5
2023,11,BAL,CIN,4.0
2023,11,CAR,DAL,-11.0
2023,11,CLE,PIT,2.5
2023,11,DET,CHI,8.0
2023,11,GB,LAC,-3.0
2023,11,HOU,ARI,5.5
2023,11,JAX,TEN,6.5
2023,11,MIA,LV,14.0
2023,11,WAS,NYG,7.5
2023,11,SF,TB,13.5
2023,11,BUF,NYJ,8.0
2023,11,LA,SEA,2.5
2023,11,DEN,MIN,2.5
2023,11,KC,PHI,2.5
2023,12,DET,GB,8.5
2023,12,DAL,WAS,13.0
2023,12,SEA,SF,-7.0
2023,12,NYJ,MIA,-9.5
2023,12,ATL,NO,-2.0
2023,12,CIN,PIT,-2.0
2023,12,HOU,JAX,-1.0
2023,12,IND,TB,2.5
2023,12,NYG,NE,-4.5
2023,12,TEN,CAR,3.5
2023,12,ARI,LA,-3.0
2023,12,DEN,CLE,1.5
2023,12,LV,KC,-9.0
2023,12,PHI,BUF,2.5
2023,12,LAC,BAL,-3.0
2023,12,MIN,CHI,3.0
2023,13,DAL,SEA,9.5
2023,13,HOU,DEN,3.5
2023,13,NE,LAC,-4.5
2023,13,NO,DET,-4.0
2023,13,NYJ,ATL,-2.0
2023,13,PIT,ARI,6.0
2023,13,TEN,IND,-1.5
2023,13,WAS,MIA,-8.5
2023,13,TB,CAR,4.0
2023,13,LA,CLE,3.5
2023,13,PHI,SF,-3.0
2023,13,GB,KC,-5.5
2023,13,JAX,CIN,10.0
2023,14,PIT,NE,6.0
2023,14,ATL,TB,1.5
2023,14,BAL,LA,7.5
2023,14,CHI,DET,-3.0
2023,14,CIN,IND,3.0
2023,14,CLE,JAX,2.5
2023,14,NO,CAR,5.5
2023,14,NYJ,HOU,-3.5
2023,14,LV,MIN,-3.0
2023,14,SF,SEA,14.5
2023,14,KC,BUF,2.0
2023,14,LAC,DEN,3.0
2023,14,DAL,PHI,3.5
2023,14,MIA,TEN,14.0
2023,14,NYG,GB,-6.0
2023,15,LV,LAC,3.0
2023,15,CIN,MIN,3.0
2023,15,IND,PIT,1.5
2023,15,DET,DEN,5.5
2023,15,CAR,ATL,-3.0
2023,15,CLE,CHI,3.0
2023,15,GB,TB,4.0
2023,15,MIA,NYJ,7.5
2023,15,NE,KC,-10.0
2023,15,NO,NYG,6.0
2023,15,TEN,HOU,3.0
2023,15,ARI,SF,-12.5
2023,15,LA,WAS,6.5
2023,15,BUF,DAL,2.0
2023,15,JAX,BAL,-4.0
2023,15,SEA,PHI,-5.0
2023,16,LA,NO,4.0
2023,16,PIT,CIN,-3.0
2023,16,LAC,BUF,-13.0
2023,16,ATL,IND,3.0
2023,16,CAR,GB,-3.5
2023,16,HOU,CLE,-3.0
2023,16,MIN,DET,-2.5
2023,16,NYJ,WAS,3.0
2023,16,TEN,SEA,-3.0
2023,16,TB,JAX,-2.0
2023,16,CHI,ARI,4.5
2023,16,MIA,DAL,1.5
2023,16,DEN,NE,7.0
2023,16,KC,LV,11.0
2023,16,PHI,NYG,14.0
2023,16,SF,BAL,6.5
2023,17,CLE,NYJ,6.5
2023,17,DAL,DET,5.5
2023,17,BAL,MIA,3.0
2023,17,BUF,NE,15.0
2023,17,CHI,ATL,3.0
2023,17,HOU,TEN,5.0
2023,17,IND,LV,3.5
2023,17,JAX,CAR,3.5
2023,17,NYG,LA,-6.0
2023,17,PHI,ARI,12.0
2023,17,TB,NO,2.5
2023,17,WAS,SF,-14.0
2023,17,SEA,PIT,4.5
2023,17,DEN,LAC,3.5
2023,17,KC,CIN,7.5
2023,17,MIN,GB,1.0
2023,18,BAL,PIT,-3.0
2023,18,IND,HOU,-1.5
2023,18,CAR,TB,-5.0
2023,18,CIN,CLE,7.5
2023,18,DET,MIN,3.5
2023,18,NE,NYJ,2.5
2023,18,NO,ATL,3.5
2023,18,TEN,JAX,-3.5
2023,18,ARI,SEA,-2.5
2023,18,GB,CHI,2.5
2023,18,LAC,KC,3.5
2023,18,LV,DEN,3.5
2023,18,NYG,PHI,-4.5
2023,18,SF,LA,5.5
2023,18,WAS,DAL,-13.0
2023,18,MIA,BUF,-2.5
2024,1,KC,BAL,3.0
2024,1,PHI,GB,2.0
2024,1,ATL,PIT,4.0
2024,1,BUF,ARI,6.5
2024,1,CHI,TEN,4.0
2024,1,CIN,NE,8.0
2024,1,IND,HOU,-3.0
2024,1,MIA,JAX,3.5
2024,1,NO,CAR,3.5
2024,1,NYG,MIN,-1.0
2024,1,LAC,LV,3.0
2024,1,SEA,DEN,6.5
2024,1,CLE,DAL,2.5
2024,1,TB,WAS,4.0
2024,1,DET,LA,5.0
2024,1,SF,NYJ,3.5
2024,2,MIA,BUF,2.5
2024,2,BAL,LV,9.0
2024,2,CAR,LAC,-5.0
2024,2,DAL,NO,6.5
2024,2,DET,TB,7.5
2024,2,GB,IND,-3.0
2024,2,JAX,CLE,3.0
2024,2,MIN,SF,-4.5
2024,2,NE,SEA,-3.5
2024,2,TEN,NYJ,-3.5
2024,2,WAS,NYG,1.5
2024,2,ARI,LA,-1.0
2024,2,DEN,PIT,-3.0
2024,2,KC,CIN,6.5
2024,2,HOU,CHI,6.0
2024,2,PHI,ATL,5.5
2024,3,NYJ,NE,6.5
2024,3,CLE,NYG,6.5
2024,3,IND,CHI,1.5
2024,3,MIN,HOU,-2.0
2024,3,NO,PHI,2.5
2024,3,PIT,LAC,3.0
2024,3,TB,DEN,6.0
2024,3,TEN,GB,3.0
2024,3,LV,CAR,5.5
2024,3,SEA,MIA,4.0
2024,3,ARI,DET,-3.0
2024,3,DAL,BAL,-1.5
2024,3,LA,SF,-6.0
2024,3,ATL,KC,-3.0
2024,3,BUF,JAX,4.0
2024,3,CIN,WAS,7.5
2024,4,NYG,DAL,-5.5
2024,4,ATL,NO,2.5
2024,4,CAR,CIN,-4.5
2024,4,CHI,LA,3.0
2024,4,GB,MIN,2.5
2024,4,HOU,JAX,5.5
2024,4,IND,PIT,-2.5
2024,4,NYJ,DEN,7.5
2024,4,TB,PHI,-1.0
2024,4,ARI,WAS,3.5
2024,4,SF,NE,10.5
2024,4,LAC,KC,-7.5
2024,4,LV,CLE,-2.5
2024,4,BAL,BUF,2.5
2024,4,MIA,TEN,2.5
2024,4,DET,SEA,3.5
2024,5,ATL,TB,2.5
2024,5,MIN,NYJ,2.5
2024,5,CHI,CAR,4.0
2024,5,CIN,BAL,-2.5
2024,5,HOU,BUF,1.0
2024,5,JAX,IND,3.5
2024,5,NE,MIA,-2.0
2024,5,WAS,CLE,3.0
2024,5,DEN,LV,3.0
2024,5,SF,ARI,7.0
2024,5,LA,GB,-3.0
