season,week,away_team,home_team,model_spread_home,sigma,vegas_spread_home,blended_spread_home,edge_bin,alpha
2025,10,LV,DEN,7.66,6.68,,,no_vegas,
2025,10,ATL,IND,2.42,6.68,,,no_vegas,
2025,10,NO,CAR,-2.78,6.68,,,no_vegas,
2025,10,NYG,CHI,4.8,6.68,,,no_vegas,
2025,10,JAX,HOU,-0.78,6.68,,,no_vegas,
2025,10,BUF,MIA,-5.33,6.68,,,no_vegas,
2025,10,BAL,MIN,-4.38,6.68,,,no_vegas,
2025,10,CLE,NYJ,-0.97,6.68,,,no_vegas,
2025,10,NE,TB,3.86,6.68,,,no_vegas,
2025,10,ARI,SEA,5.79,6.68,,,no_vegas,
2025,10,LA,SF,0.02,6.68,,,no_vegas,
2025,10,DET,WAS,-5.05,6.68,,,no_vegas,
2025,10,PIT,LAC,1.01,6.68,,,no_vegas,
2025,10,PHI,GB,1.44,6.68,,,no_vegas,
