season,week,home_team,away_team,model_spread,sigma,actual_margin,closing_spread_home,edge,model_side_correct,vegas_side_correct,edge_bucket,abs_edge,chosen_side,p_win,ev_per_1,breakeven_p,won,bet_side
2020,2,PIT,DEN,4.690893138362637,7.943190336058034,5.0,6.0,-1.3091068616373631,True,True,"(-2, -1]",1.3091068616373631,HOME,0.7790820583551715,0.48733847504169103,0.5238095238095238,True,PIT +6.0
2019,17,NYG,PHI,-6.685159755698542,7.943190336058034,-17.0,-4.0,-2.6851597556985416,True,True,"(-3, -2]",2.6851597556985416,AWAY,0.7789596215103615,0.48710473197432647,0.5238095238095238,True,PHI +4.0
2023,17,NYG,LA,-4.681984904681202,7.943190336058034,-1.0,-6.0,1.318015095318798,True,True,"(1, 2]",1.318015095318798,AWAY,0.778891805610656,0.48697526525670687,0.5238095238095238,True,LA +6.0
2021,5,HOU,NE,-2.652145033245412,7.943190336058034,-3.0,-8.0,5.347854966754588,True,True,"(5, 7]",5.347854966754588,AWAY,0.778253834275791,0.48575731998105554,0.5238095238095238,True,NE +8.0
2020,4,LV,BUF,-7.624690086138847,7.943190336058034,-7.0,-3.0,-4.624690086138847,True,True,"(-5, -3]",4.624690086138847,AWAY,0.7776659244198252,0.4846349466196662,0.5238095238095238,True,BUF +3.0
2019,16,ATL,JAX,3.121447077424863,7.943190336058034,12.0,7.5,-4.378552922575137,True,True,"(-5, -3]",4.378552922575137,HOME,0.7775964211852208,0.48450225862633056,0.5238095238095238,True,ATL +7.5
2019,2,NYG,BUF,-9.607412083878376,7.943190336058034,-14.0,-1.0,-8.607412083878376,True,True,"(-15, -7]",8.607412083878376,AWAY,0.7772954843876411,0.48392774292186025,0.5238095238095238,True,BUF +1.0
2021,13,NYJ,PHI,-5.601198897283877,7.943190336058034,-15.0,-5.0,-0.6011988972838767,True,True,"(-1, 1]",0.6011988972838767,AWAY,0.7771621878418737,0.4836732676981226,0.5238095238095238,True,PHI +5.0
2024,16,CAR,ARI,-5.07156396023177,7.943190336058034,6.0,-5.5,0.4284360397682301,False,False,"(-1, 1]",0.4284360397682301,AWAY,0.7765257802975603,0.4824583078407968,0.5238095238095238,False,ARI +5.5
2021,2,MIA,BUF,-7.070324016187485,7.943190336058034,-35.0,-3.5,-3.5703240161874854,True,True,"(-5, -3]",3.5703240161874854,AWAY,0.7764991300970481,0.48240743018527354,0.5238095238095238,True,BUF +3.5
2023,10,TB,TEN,8.066414538451152,7.943190336058034,14.0,2.5,5.566414538451152,True,True,"(5, 7]",5.566414538451152,HOME,0.7764150915948653,0.48224699304474283,0.5238095238095238,True,TB +2.5
2019,5,LAC,DEN,6.5658057653532165,7.943190336058034,-7.0,4.0,2.5658057653532165,False,False,"(2, 3]",2.5658057653532165,HOME,0.7764020037340319,0.4822220071286063,0.5238095238095238,False,LAC +4.0
2018,4,LA,MIN,3.063292005091681,7.943190336058034,7.0,7.5,-4.43670799490832,True,True,"(-5, -3]",4.43670799490832,HOME,0.7763479564161331,0.48211882588534494,0.5238095238095238,True,LA +7.5
2024,10,DAL,PHI,-3.0603760544968166,7.943190336058034,-28.0,-7.5,4.439623945503183,True,True,"(3, 5]",4.439623945503183,AWAY,0.7762852524650488,0.48199911834236575,0.5238095238095238,True,PHI +7.5
2023,10,CIN,HOU,5.058314958516487,7.943190336058034,-3.0,5.5,-0.4416850414835132,False,False,"(-1, 1]",0.4416850414835132,HOME,0.7762409250884126,0.48191449335060577,0.5238095238095238,True,CIN +5.5
2022,18,NO,CAR,7.053586311606487,7.943190336058034,-3.0,3.5,3.5535863116064874,False,False,"(3, 5]",3.5535863116064874,HOME,0.7761392086237461,0.4817203073726062,0.5238095238095238,True,NO +3.5
2023,1,ATL,CAR,7.035065505943848,7.943190336058034,14.0,3.5,3.535065505943848,True,True,"(3, 5]",3.535065505943848,HOME,0.7757405603539173,0.48095925158475106,0.5238095238095238,True,ATL +3.5
2020,2,LAC,KC,-2.034577456546742,7.943190336058034,-3.0,-8.5,6.465422543453258,True,True,"(5, 7]",6.465422543453258,AWAY,0.7757300499610296,0.48093918628923826,0.5238095238095238,True,KC +8.5
2023,13,PIT,ARI,4.516436418222718,7.943190336058034,-14.0,6.0,-1.4835635817772816,False,False,"(-2, -1]",1.4835635817772816,HOME,0.7753391750907048,0.48019297062770916,0.5238095238095238,False,PIT +6.0
2020,5,WAS,LA,-3.505112126523368,7.943190336058034,-20.0,-7.0,3.494887873476632,True,True,"(3, 5]",3.494887873476632,AWAY,0.7750949811107913,0.4797267821206016,0.5238095238095238,True,LA +7.0
2023,2,DET,SEA,5.994369020233693,7.943190336058034,-6.0,4.5,1.4943690202336928,False,False,"(1, 2]",1.4943690202336928,HOME,0.7748631806465074,0.4792842539615141,0.5238095238095238,False,DET +4.5
2024,1,DET,LA,5.483389551476225,7.943190336058034,6.0,5.0,0.4833895514762254,True,True,"(-1, 1]",0.4833895514762254,HOME,0.7746261404814765,0.4788317227373642,0.5238095238095238,True,DET +5.0
2021,14,WAS,DAL,-3.962482610645216,7.943190336058034,-7.0,-6.5,2.537517389354784,True,True,"(2, 3]",2.537517389354784,AWAY,0.7741743816383972,0.47796927403694023,0.5238095238095238,True,DAL +6.5
2020,5,NO,LAC,3.4517794929891035,7.943190336058034,3.0,7.0,-3.5482205070108965,True,True,"(-5, -3]",3.5482205070108965,HOME,0.7739429097590645,0.47752737317639593,0.5238095238095238,True,NO +7.0
2020,14,LA,NE,5.443106701394669,7.943190336058034,21.0,5.0,0.4431067013946688,True,True,"(-1, 1]",0.4431067013946688,HOME,0.7737552485782226,0.4771691109220614,0.5238095238095238,True,LA +5.0
2018,5,PIT,ATL,6.934354627820272,7.943190336058034,24.0,3.5,3.434354627820272,True,True,"(3, 5]",3.434354627820272,HOME,0.7735657827071223,0.47680740334996075,0.5238095238095238,True,PIT +3.5
2020,5,CHI,TB,-6.924300390842365,7.943190336058034,1.0,-3.5,-3.4243003908423653,False,False,"(-5, -3]",3.4243003908423653,AWAY,0.7733480169120293,0.47639166865023763,0.5238095238095238,True,TB +3.5
2022,18,MIA,NYJ,6.91726440922005,7.943190336058034,5.0,3.5,3.41726440922005,True,True,"(3, 5]",3.41726440922005,HOME,0.7731955535579713,0.4761006022470361,0.5238095238095238,True,MIA +3.5
2022,2,CLE,NYJ,3.90372872690018,7.943190336058034,-1.0,6.5,-2.59627127309982,False,False,"(-3, -2]",2.59627127309982,HOME,0.77290208490842,0.4755403439160746,0.5238095238095238,True,CLE +6.5
2019,16,CHI,KC,-3.896901318107066,7.943190336058034,-23.0,-6.5,2.603098681892934,True,True,"(2, 3]",2.603098681892934,AWAY,0.7727539779065306,0.47525759418519464,0.5238095238095238,True,KC +6.5
2023,5,DEN,NYJ,7.893444464070097,7.943190336058034,-10.0,2.5,5.393444464070097,False,False,"(5, 7]",5.393444464070097,HOME,0.772678967607227,0.475114392704706,0.5238095238095238,False,DEN +2.5
2021,12,NE,TEN,2.855521950150369,7.943190336058034,23.0,7.5,-4.644478049849631,True,True,"(-5, -3]",4.644478049849631,HOME,0.7718551713162508,0.47354169069466057,0.5238095238095238,True,NE +7.5
2020,3,CLE,WAS,2.8324846846566887,7.943190336058034,14.0,7.5,-4.667515315343311,True,True,"(-5, -3]",4.667515315343311,HOME,0.7713539109662286,0.47258473911734555,0.5238095238095238,True,CLE +7.5
2022,3,WAS,PHI,-4.326352835235422,7.943190336058034,-16.0,-6.0,1.673647164764578,True,True,"(1, 2]",1.673647164764578,AWAY,0.7712203859107521,0.4723298276477995,0.5238095238095238,True,PHI +6.0
2021,15,CHI,MIN,-3.3218271929691987,7.943190336058034,-8.0,-7.0,3.678172807030801,True,True,"(3, 5]",3.678172807030801,AWAY,0.7711218090030897,0.4721416353695348,0.5238095238095238,True,MIN +7.0
2022,12,CLE,TB,-7.299305327853504,7.943190336058034,6.0,-3.0,-4.299305327853504,False,False,"(-5, -3]",4.299305327853504,AWAY,0.77063088653829,0.47120441975491734,0.5238095238095238,False,TB +3.0
2022,10,MIA,CLE,7.298848645302833,7.943190336058034,22.0,3.0,4.298848645302833,True,True,"(3, 5]",4.298848645302833,HOME,0.7706209258558085,0.4711854039065436,0.5238095238095238,True,MIA +3.0
2023,18,DET,MIN,6.748496634001966,7.943190336058034,10.0,3.5,3.248496634001966,True,True,"(3, 5]",3.248496634001966,HOME,0.7695212144427682,0.4690859548452848,0.5238095238095238,True,DET +3.5
2022,18,JAX,TEN,4.21007759603476,7.943190336058034,4.0,6.0,-1.7899224039652395,True,True,"(-2, -1]",1.7899224039652395,HOME,0.7686801463949228,0.4674802794812162,0.5238095238095238,True,JAX +6.0
2022,3,IND,KC,-5.686312097748137,7.943190336058034,3.0,-4.5,-1.1863120977481367,False,False,"(-2, -1]",1.1863120977481367,AWAY,0.7681590172317236,0.4664853965332906,0.5238095238095238,True,KC +4.5
2022,8,SEA,NYG,7.184907668610575,7.943190336058034,14.0,3.0,4.184907668610575,True,True,"(3, 5]",4.184907668610575,HOME,0.7681282004987002,0.4664265645884277,0.5238095238095238,True,SEA +3.0
2022,15,MIN,IND,6.678132061331426,7.943190336058034,3.0,3.5,3.178132061331426,True,True,"(3, 5]",3.178132061331426,HOME,0.7679794944605158,0.46614267124280295,0.5238095238095238,True,MIN +3.5
2019,8,HOU,OAK,5.176340444869618,7.943190336058034,3.0,5.0,0.1763404448696182,True,True,"(-1, 1]",0.1763404448696182,HOME,0.7679401645073927,0.46606758678684057,0.5238095238095238,True,HOU +5.0
2022,8,ATL,CAR,5.649779524726153,7.943190336058034,3.0,4.5,1.1497795247261529,True,True,"(1, 2]",1.1497795247261529,HOME,0.7673566582513285,0.4649536202979907,0.5238095238095238,True,ATL +4.5
2022,1,ARI,KC,-4.148619870052382,7.943190336058034,-23.0,-6.0,1.8513801299476176,True,True,"(1, 2]",1.8513801299476176,AWAY,0.767331163692504,0.46490494886750755,0.5238095238095238,True,KC +6.0
2018,12,IND,MIA,1.124284341302756,7.943190336058034,3.0,9.0,-7.875715658697244,True,True,"(-15, -7]",7.875715658697244,HOME,0.766795798433084,0.4638828879177058,0.5238095238095238,True,IND +9.0
2018,15,BUF,DET,7.617519080468936,7.943190336058034,1.0,2.5,5.117519080468936,True,True,"(5, 7]",5.117519080468936,HOME,0.7666468458716615,0.46359852393680834,0.5238095238095238,True,BUF +2.5
2021,8,SEA,JAX,6.1142979259094,7.943190336058034,24.0,4.0,2.1142979259094004,True,True,"(2, 3]",2.1142979259094004,HOME,0.7665759063016301,0.46346309384856654,0.5238095238095238,True,SEA +4.0
2022,18,IND,HOU,7.064650996856335,7.943190336058034,-1.0,3.0,4.064650996856335,False,False,"(3, 5]",4.064650996856335,HOME,0.7654810187931484,0.461372854059647,0.5238095238095238,True,IND +3.0
2021,17,SEA,DET,1.5436728142904723,7.943190336058034,22.0,8.5,-6.956327185709528,True,True,"(-7, -5]",6.956327185709528,HOME,0.7650175244427899,0.4604880012089626,0.5238095238095238,True,SEA +8.5
2023,4,BUF,MIA,7.543036540899491,7.943190336058034,28.0,2.5,5.043036540899491,True,True,"(5, 7]",5.043036540899491,HOME,0.7650034586423218,0.4604611483171598,0.5238095238095238,True,BUF +2.5
2023,13,LA,CLE,6.534718985607115,7.943190336058034,17.0,3.5,3.034718985607115,True,True,"(3, 5]",3.034718985607115,HOME,0.7648195435281008,0.46011003764455605,0.5238095238095238,True,LA +3.5
2019,15,OAK,JAX,3.03387606456188,7.943190336058034,-4.0,7.0,-3.96612393543812,False,False,"(-5, -3]",3.96612393543812,HOME,0.764800900693497,0.4600744467784943,0.5238095238095238,True,OAK +7.0
2023,1,NYG,DAL,-6.533834521239532,7.943190336058034,-40.0,-3.5,-3.033834521239532,True,True,"(-5, -3]",3.033834521239532,AWAY,0.7647999818612079,0.4600726926441242,0.5238095238095238,True,DAL +3.5
2024,17,LA,ARI,3.533129702149369,7.943190336058034,4.0,6.5,-2.966870297850631,True,True,"(-3, -2]",2.966870297850631,HOME,0.7647843927592524,0.46004293163129995,0.5238095238095238,True,LA +6.5
2022,10,LA,ARI,6.527427651214053,7.943190336058034,-10.0,3.5,3.0274276512140528,False,False,"(3, 5]",3.0274276512140528,HOME,0.7646582545213622,0.45980212226805506,0.5238095238095238,False,LA +3.5
2018,10,SF,NYG,7.027092139847915,7.943190336058034,-4.0,3.0,4.027092139847915,False,False,"(3, 5]",4.027092139847915,HOME,0.7646508313249584,0.4597879507112841,0.5238095238095238,False,SF +3.0
2020,5,NYJ,ARI,-3.025031413444483,7.943190336058034,-20.0,-7.0,3.974968586555517,True,True,"(3, 5]",3.974968586555517,AWAY,0.7646052348729739,0.45970090293931387,0.5238095238095238,True,ARI +7.0
2024,7,NYG,PHI,-6.983975499341872,7.943190336058034,-25.0,-3.0,-3.983975499341872,True,True,"(-5, -3]",3.983975499341872,AWAY,0.7636957999046365,0.45796470890885155,0.5238095238095238,True,PHI +3.0
2020,15,WAS,SEA,-3.975742494650476,7.943190336058034,-5.0,-6.0,2.024257505349524,True,True,"(2, 3]",2.024257505349524,AWAY,0.7635131969359924,0.45761610324144,0.5238095238095238,True,SEA +6.0
2024,4,HOU,JAX,4.470145100521039,7.943190336058034,4.0,5.5,-1.029854899478961,True,True,"(-2, -1]",1.029854899478961,HOME,0.7633890058515296,0.4573790111711019,0.5238095238095238,True,HOU +5.5
2024,15,PHI,PIT,4.463153896515213,7.943190336058034,14.0,5.5,-1.036846103484787,True,True,"(-2, -1]",1.036846103484787,HOME,0.7632338394998452,0.4570827844997045,0.5238095238095238,True,PHI +5.5
2019,6,GB,DET,6.442358840576609,7.943190336058034,1.0,3.5,2.942358840576609,True,True,"(2, 3]",2.942358840576609,HOME,0.7627719727986892,0.45620103897931585,0.5238095238095238,True,GB +3.5
2023,1,WAS,ARI,2.9238503293722795,7.943190336058034,4.0,7.0,-4.0761496706277205,True,True,"(-5, -3]",4.0761496706277205,HOME,0.7623604752791622,0.4554154528056732,0.5238095238095238,True,WAS +7.0
2018,1,NE,HOU,3.914233225413356,7.943190336058034,7.0,6.0,-2.085766774586644,True,True,"(-3, -2]",2.085766774586644,HOME,0.7621465048311008,0.45500696376846517,0.5238095238095238,True,NE +6.0
2023,18,GB,CHI,7.398515422118689,7.943190336058034,8.0,2.5,4.898515422118689,True,True,"(3, 5]",4.898515422118689,HOME,0.7617965729144436,0.45433891192757414,0.5238095238095238,True,GB +2.5
2024,17,NYG,IND,-2.394281507527418,7.943190336058034,12.0,-7.5,5.105718492472581,False,False,"(5, 7]",5.105718492472581,AWAY,0.7617022633333942,0.4541588663637526,0.5238095238095238,False,IND +7.5
2018,2,SF,DET,3.890921060897987,7.943190336058034,3.0,6.0,-2.109078939102013,True,True,"(-3, -2]",2.109078939102013,HOME,0.7616273955163877,0.4540159368949219,0.5238095238095238,True,SF +6.0
2019,10,SF,SEA,3.390189213770205,7.943190336058034,-3.0,6.5,-3.109810786229795,False,False,"(-5, -3]",3.109810786229795,HOME,0.7616110888933544,0.45398480606913105,0.5238095238095238,True,SF +6.5
2020,17,NE,NYJ,6.883223027765589,7.943190336058034,14.0,3.0,3.883223027765589,True,True,"(3, 5]",3.883223027765589,HOME,0.7614558415168335,0.4536884247139549,0.5238095238095238,True,NE +3.0
2021,5,MIN,DET,-0.1189331178484492,7.943190336058034,2.0,10.0,-10.11893311784845,False,True,"(-15, -7]",10.11893311784845,HOME,0.761407778765897,0.4535966685530761,0.5238095238095238,True,MIN +10.0
2023,2,DEN,WAS,5.8805653622644645,7.943190336058034,-2.0,4.0,1.8805653622644645,False,False,"(1, 2]",1.8805653622644645,HOME,0.7613965986009921,0.453575324601894,0.5238095238095238,True,DEN +4.0
2021,8,MIN,DAL,5.379597824009288,7.943190336058034,-4.0,4.5,0.8795978240092879,False,False,"(-1, 1]",0.8795978240092879,HOME,0.7613750288809866,0.4535341460455199,0.5238095238095238,True,MIN +4.5
2018,15,NYJ,HOU,-2.870296286935368,7.943190336058034,-7.0,-7.0,4.129703713064632,True,True,"(3, 5]",4.129703713064632,AWAY,0.7611676115365349,0.4531381674788393,0.5238095238095238,True,HOU +7.0
2018,8,HOU,MIA,2.369758005009843,7.943190336058034,19.0,7.5,-5.130241994990158,True,True,"(-7, -5]",5.130241994990158,HOME,0.7611556052329841,0.4531152463538787,0.5238095238095238,True,HOU +7.5
2024,1,LAC,LV,6.868606363234653,7.943190336058034,12.0,3.0,3.868606363234653,True,True,"(3, 5]",3.868606363234653,HOME,0.7611299169145633,0.45306620501871175,0.5238095238095238,True,LAC +3.0
2022,1,HOU,IND,-2.838575097013712,7.943190336058034,0.0,-7.0,4.161424902986289,False,False,"(3, 5]",4.161424902986289,AWAY,0.7604595116083814,0.4517863403432736,0.5238095238095238,True,IND +7.0
2018,16,CLE,CIN,-0.1730200225824227,7.943190336058034,8.0,10.0,-10.173020022582422,False,True,"(-15, -7]",10.173020022582422,HOME,0.7602003924478503,0.45129165830953244,0.5238095238095238,True,CLE +10.0
2018,12,BUF,JAX,12.821398014479064,7.943190336058034,3.0,-3.0,15.821398014479064,True,False,,15.821398014479064,HOME,0.7600755963592147,0.4510534112312281,0.5238095238095238,False,BUF -3.0
2018,6,DEN,LA,-2.819092689311313,7.943190336058034,-3.0,-7.0,4.180907310688687,True,True,"(3, 5]",4.180907310688687,AWAY,0.7600240458120391,0.4509549965502564,0.5238095238095238,True,LA +7.0
2020,8,CHI,NO,-4.312119656027908,7.943190336058034,-3.0,-5.5,1.1878803439720924,True,True,"(1, 2]",1.1878803439720924,AWAY,0.7598680815137964,0.45065724652633854,0.5238095238095238,True,NO +5.5
2021,6,DEN,LV,4.800040901752754,7.943190336058034,-10.0,5.0,-0.1999590982472456,False,False,"(-1, 1]",0.1999590982472456,HOME,0.7595977879822143,0.45014123160240915,0.5238095238095238,False,DEN +5.0
2018,2,DEN,OAK,4.298988593500248,7.943190336058034,1.0,5.5,-1.2010114064997524,True,True,"(-2, -1]",1.2010114064997524,HOME,0.7595742320038864,0.45009626109832856,0.5238095238095238,True,DEN +5.5
2019,14,JAX,LAC,-6.297336662291462,7.943190336058034,-35.0,-3.5,-2.797336662291462,True,True,"(-3, -2]",2.797336662291462,AWAY,0.7595372508969384,0.4500256608032459,0.5238095238095238,True,LAC +3.5
2022,2,KC,LAC,5.791723758688216,7.943190336058034,3.0,4.0,1.7917237586882164,True,True,"(1, 2]",1.7917237586882164,HOME,0.7594115739822903,0.44978573214800877,0.5238095238095238,True,KC +4.0
2024,8,LAC,NO,2.773039222945473,7.943190336058034,18.0,7.0,-4.226960777054527,True,True,"(-5, -3]",4.226960777054527,HOME,0.7589929563655908,0.4489865530615825,0.5238095238095238,True,LAC +7.0
2023,7,TB,ATL,6.750711727601967,7.943190336058034,-3.0,3.0,3.750711727601967,False,False,"(3, 5]",3.750711727601967,HOME,0.7584922010365391,0.44803056561521104,0.5238095238095238,False,TB +3.0
2018,5,CLE,BAL,-6.743351979314441,7.943190336058034,3.0,-3.0,-3.7433519793144407,False,False,"(-5, -3]",3.7433519793144407,AWAY,0.7583270147511219,0.4477152099794144,0.5238095238095238,True,BAL +3.0
2024,15,TEN,CIN,-3.7343918912447065,7.943190336058034,-10.0,-6.0,2.265608108755293,True,True,"(2, 3]",2.265608108755293,AWAY,0.7581258267893313,0.4473311238705415,0.5238095238095238,True,CIN +6.0
2018,17,DEN,LAC,-2.7216183063708086,7.943190336058034,-14.0,-7.0,4.278381693629191,True,True,"(3, 5]",4.278381693629191,AWAY,0.7578388543175008,0.44678326733341056,0.5238095238095238,True,LAC +7.0
2023,10,JAX,SF,-6.711708535477486,7.943190336058034,-31.0,-3.0,-3.711708535477486,True,True,"(-5, -3]",3.711708535477486,AWAY,0.7576160934530063,0.44635799659210285,0.5238095238095238,True,SF +3.0
2024,11,TEN,MIN,-3.6967325054503934,7.943190336058034,-10.0,-6.0,2.3032674945496066,True,True,"(2, 3]",2.3032674945496066,AWAY,0.7572792380288504,0.445714908964169,0.5238095238095238,True,MIN +6.0
2022,15,LAC,TEN,6.693686655120064,7.943190336058034,3.0,3.0,3.693686655120064,True,True,"(3, 5]",3.693686655120064,HOME,0.7572106968042213,0.4455840575353315,0.5238095238095238,True,LAC +3.0
2024,6,NYJ,BUF,-8.690408403642264,7.943190336058034,-3.0,-1.0,-7.690408403642264,True,True,"(-15, -7]",7.690408403642264,AWAY,0.7571369141185691,0.4454431996809046,0.5238095238095238,True,BUF +1.0
2023,8,DEN,KC,-2.631346447485928,7.943190336058034,15.0,-7.0,4.368653552514072,False,False,"(3, 5]",4.368653552514072,AWAY,0.7558055471928717,0.44290149918639143,0.5238095238095238,False,KC +7.0
2023,2,CAR,NO,-6.625111234329571,7.943190336058034,-3.0,-3.0,-3.6251112343295713,True,True,"(-5, -3]",3.6251112343295713,AWAY,0.7556647645434242,0.4426327323101735,0.5238095238095238,True,NO +3.0
2018,6,TEN,BAL,-7.11919016546576,7.943190336058034,-21.0,-2.5,-4.61919016546576,True,True,"(-5, -3]",4.61919016546576,AWAY,0.7555310343621597,0.4423774292368504,0.5238095238095238,True,BAL +2.5
2020,14,BUF,PIT,7.613006303058975,7.943190336058034,11.0,2.0,5.613006303058975,True,True,"(5, 7]",5.613006303058975,HOME,0.7553913267748695,0.4421107147520237,0.5238095238095238,True,BUF +2.0
2024,12,LV,DEN,-3.1006476886189547,7.943190336058034,-10.0,-6.5,3.3993523113810453,True,True,"(3, 5]",3.3993523113810453,AWAY,0.7551119886353425,0.4415774328492901,0.5238095238095238,True,DEN +6.5
2018,16,NO,PIT,3.093965163107908,7.943190336058034,3.0,6.5,-3.406034836892092,True,True,"(-5, -3]",3.406034836892092,HOME,0.7549608739913587,0.4412889412562302,0.5238095238095238,True,NO +6.5
2018,14,TB,NO,-1.0933283359755748,7.943190336058034,-14.0,-8.5,7.406671664024425,True,True,"(7, 15]",7.406671664024425,AWAY,0.7549464705451545,0.44126144376802223,0.5238095238095238,True,NO +8.5
2020,15,IND,HOU,2.055186483081477,7.943190336058034,7.0,7.5,-5.444813516918523,True,True,"(-7, -5]",5.444813516918523,HOME,0.754082966781896,0.43961293658361966,0.5238095238095238,True,IND +7.5
2024,4,LAC,KC,-2.034577456546742,7.943190336058034,-7.0,-7.5,5.465422543453258,True,True,"(5, 7]",5.465422543453258,AWAY,0.7536157148141491,0.43872091009973924,0.5238095238095238,True,KC +7.5
2022,10,TB,SEA,7.034425558988036,7.943190336058034,5.0,2.5,4.534425558988036,True,True,"(3, 5]",4.534425558988036,HOME,0.7536122691967886,0.43871433210295996,0.5238095238095238,True,TB +2.5
2018,10,PHI,DAL,2.029898385529745,7.943190336058034,-7.0,7.5,-5.470101614470255,False,False,"(-7, -5]",5.470101614470255,HOME,0.7535095637405478,0.43851825805013667,0.5238095238095238,True,PHI +7.5
2022,9,TB,LA,6.5234460902305695,7.943190336058034,3.0,3.0,3.523446090230569,True,True,"(3, 5]",3.523446090230569,HOME,0.753363144484348,0.4382387303792099,0.5238095238095238,True,TB +3.0
2021,11,SEA,ARI,7.005314729332031,7.943190336058034,-10.0,2.5,4.505314729332031,False,False,"(3, 5]",4.505314729332031,HOME,0.7529514477961868,0.43745276397453847,0.5238095238095238,False,SEA +2.5
2024,4,DET,SEA,5.994369020233693,7.943190336058034,13.0,3.5,2.494369020233693,True,True,"(2, 3]",2.494369020233693,HOME,0.7527027330445624,0.43697794490325537,0.5238095238095238,True,DET +3.5
2018,3,LA,LAC,1.976047534011241,7.943190336058034,12.0,7.5,-5.523952465988759,True,True,"(-7, -5]",5.523952465988759,HOME,0.7522861222241362,0.4361825969733508,0.5238095238095238,True,LA +7.5
2023,12,SEA,SF,-2.475983760638824,7.943190336058034,-18.0,-7.0,4.524016239361176,True,True,"(3, 5]",4.524016239361176,AWAY,0.7522846714322183,0.4361798272796895,0.5238095238095238,True,SF +7.0
2022,10,NYG,HOU,3.970656191632269,7.943190336058034,8.0,5.5,-1.5293438083677309,True,True,"(-2, -1]",1.5293438083677309,HOME,0.7521634575862431,0.4359484190282823,0.5238095238095238,True,NYG +5.5
2023,2,LA,SF,-1.9650042918813564,7.943190336058034,-7.0,-7.5,5.534995708118643,True,True,"(5, 7]",5.534995708118643,AWAY,0.7520348299016891,0.43570285708504286,0.5238095238095238,True,SF +7.5
2024,6,NYG,CIN,-4.963350348526488,7.943190336058034,-10.0,-4.5,-0.4633503485264878,True,True,"(-1, 1]",0.4633503485264878,AWAY,0.7519971822099785,0.4356309842190498,0.5238095238095238,True,CIN +4.5
2022,15,JAX,DAL,-5.463224778538359,7.943190336058034,6.0,-4.0,-1.4632247785383594,False,False,"(-2, -1]",1.4632247785383594,AWAY,0.7519943238132838,0.43562552727990544,0.5238095238095238,False,DAL +4.0
2020,12,LA,SF,4.456335038453476,7.943190336058034,-3.0,5.0,-0.5436649615465239,False,False,"(-1, 1]",0.5436649615465239,HOME,0.7518374631393168,0.4353260659932411,0.5238095238095238,True,LA +5.0
2018,13,HOU,CLE,4.437172997674541,7.943190336058034,16.0,5.0,-0.5628270023254593,True,True,"(-1, 1]",0.5628270023254593,HOME,0.751400917409047,0.4344926605081807,0.5238095238095238,True,HOU +5.0
2024,6,CAR,ATL,-3.429170047455019,7.943190336058034,-18.0,-6.0,2.570829952544981,True,True,"(2, 3]",2.570829952544981,AWAY,0.7512184747898782,0.43414436096249476,0.5238095238095238,True,ATL +6.0
2018,3,KC,SF,3.426074296389732,7.943190336058034,11.0,6.0,-2.573925703610268,True,True,"(-3, -2]",2.573925703610268,HOME,0.7511478820823537,0.4340095930663116,0.5238095238095238,True,KC +6.0
2022,1,CIN,PIT,1.9198759482973096,7.943190336058034,-3.0,7.5,-5.580124051702691,False,False,"(-7, -5]",5.580124051702691,HOME,0.7510065085162319,0.43373969807644264,0.5238095238095238,True,CIN +7.5
2020,17,CHI,GB,-4.900837952466692,7.943190336058034,-19.0,-4.5,-0.4008379524666923,True,True,"(-1, 1]",0.4008379524666923,AWAY,0.7505720177774537,0.4329102157569571,0.5238095238095238,True,GB +4.5
2023,2,TB,CHI,6.895600632647571,7.943190336058034,10.0,2.5,4.395600632647571,True,True,"(3, 5]",4.395600632647571,HOME,0.7504524194895152,0.4326818917527109,0.5238095238095238,True,TB +2.5
2021,6,CAR,MIN,-6.894254397585977,7.943190336058034,-6.0,-2.5,-4.394254397585977,True,True,"(-5, -3]",4.394254397585977,AWAY,0.7504216722389143,0.43262319245610914,0.5238095238095238,True,MIN +2.5
2021,3,CLE,CHI,1.8847785135151327,7.943190336058034,20.0,7.5,-5.615221486484868,True,True,"(-7, -5]",5.615221486484868,HOME,0.7502051914550867,0.43220991095971095,0.5238095238095238,True,CLE +7.5
2020,4,CIN,JAX,8.384537875166115,7.943190336058034,8.0,1.0,7.3845378751661155,True,True,"(7, 15]",7.3845378751661155,HOME,0.7501996926673153,0.4321994132739656,0.5238095238095238,True,CIN +1.0
2022,12,MIN,NE,6.864562125099727,7.943190336058034,7.0,2.5,4.364562125099727,True,True,"(3, 5]",4.364562125099727,HOME,0.7497430060444272,0.43132755699390646,0.5238095238095238,True,MIN +2.5
2022,13,SF,MIA,4.834880639555144,7.943190336058034,16.0,4.5,0.334880639555144,True,True,"(-1, 1]",0.334880639555144,HOME,0.7490636096232315,0.4300305274625328,0.5238095238095238,True,SF +4.5
2019,3,ARI,CAR,6.829620224059068,7.943190336058034,-18.0,2.5,4.329620224059068,False,False,"(3, 5]",4.329620224059068,HOME,0.748943099227629,0.4298004621618372,0.5238095238095238,False,ARI +2.5
2023,2,PHI,MIN,3.3164976836997395,7.943190336058034,6.0,6.0,-2.6835023163002605,True,True,"(-3, -2]",2.6835023163002605,HOME,0.7486423426938846,0.4292262905974161,0.5238095238095238,True,PHI +6.0
