season,week,home_team,away_team,model_spread,sigma,actual_margin,closing_spread_home,edge,model_side_correct,vegas_side_correct,edge_bucket,abs_edge,chosen_side,p_win,ev_per_1,breakeven_p,won,bet_side
2022,5,GB,NYG,13.072460241772154,7.943190336058034,-5.0,8.5,4.572460241772154,False,False,"(3, 5]",4.572460241772154,HOME,0.9396581746728013,0.7938928789208025,0.5238095238095238,True,GB +8.5
2024,17,TB,CAR,11.907204082475076,7.943190336058034,34.0,9.5,2.407204082475076,True,True,"(2, 3]",2.407204082475076,HOME,0.9382225073013213,0.7911520593934315,0.5238095238095238,True,TB +9.5
2022,10,KC,JAX,10.997913864711352,7.943190336058034,10.0,10.0,0.997913864711352,True,True,"(-1, 1]",0.997913864711352,HOME,0.9345519882696873,0.784144704878494,0.5238095238095238,True,KC +10.0
2022,6,GB,NYJ,13.40730069698639,7.943190336058034,-17.0,7.5,5.90730069698639,False,False,"(5, 7]",5.90730069698639,HOME,0.9337169453805727,0.7825505320901842,0.5238095238095238,False,GB +7.5
2020,1,BUF,NYJ,14.207460936878716,7.943190336058034,10.0,6.5,7.707460936878716,True,True,"(7, 15]",7.707460936878716,HOME,0.9318461836442037,0.778979077866207,0.5238095238095238,True,BUF +6.5
2019,12,NO,CAR,10.516868979483077,7.943190336058034,3.0,10.0,0.5168689794830765,True,True,"(-1, 1]",0.5168689794830765,HOME,0.9300242718807564,0.775500882681444,0.5238095238095238,True,NO +10.0
2022,11,BUF,CLE,12.963312035131588,7.943190336058034,8.0,7.5,5.4633120351315885,True,True,"(5, 7]",5.4633120351315885,HOME,0.9295056229417589,0.7745107347069942,0.5238095238095238,True,BUF +7.5
2023,1,BAL,HOU,10.961672732511795,7.943190336058034,16.0,9.5,1.4616727325117953,True,True,"(1, 2]",1.4616727325117953,HOME,0.9294897013437693,0.774480338929014,0.5238095238095238,True,BAL +9.5
2022,4,GB,NE,10.29626136795888,7.943190336058034,3.0,10.0,0.2962613679588806,True,True,"(-1, 1]",0.2962613679588806,HOME,0.927868901379292,0.7713860844513756,0.5238095238095238,True,GB +10.0
2023,3,BAL,IND,12.774906143796075,7.943190336058034,-3.0,7.5,5.274906143796075,False,False,"(5, 7]",5.274906143796075,HOME,0.9276575851701138,0.7709826625974899,0.5238095238095238,True,BAL +7.5
2020,2,TB,CAR,12.507354311998682,7.943190336058034,14.0,7.5,5.007354311998682,True,True,"(5, 7]",5.007354311998682,HOME,0.9249697250575843,0.7658512932917519,0.5238095238095238,True,TB +7.5
