temperature,log_loss
1.675,0.6354255026232606
1.7000000000000002,0.6354269696594156
1.6500000000000001,0.6354486570771953
1.725,0.6354510383657584
1.75,0.6354958533726085
1.625,0.635498633600122
1.7750000000000001,0.635559709084769
1.6,0.635577831677683
1.8,0.6356410364581965
1.575,0.635688869924126
1.8250000000000002,0.6357383910703426
1.55,0.6358346086473379
1.85,0.6358504423444542
1.875,0.6359759638046542
1.5250000000000001,0.6360181750654507
1.9000000000000001,0.6361138242530275
1.5,0.6362429915292183
1.925,0.636262979772519
1.9500000000000002,0.636422466470439
1.475,0.6365128071577948
1.975,0.6365913938870001
2.0,0.636768939001755
1.4500000000000002,0.636831733358006
2.0250000000000004,0.6369543407782222
2.05,0.6371468951935136
1.425,0.6372042837704257
2.075,0.6373459507055331
2.1,0.6375509041153833
1.4,0.637635419271591
2.125,0.6377611967871136
2.1500000000000004,0.6379763111909011
1.375,0.6381305987630376
2.175,0.6381957677392822
2.2,0.638419121889167
2.225,0.638645961485143
1.35,0.6386958365975474
2.25,0.6388759043220449
2.2750000000000004,0.6391085959069572
1.3250000000000002,0.6393377676348091
2.3,0.6393437074027801
2.325,0.6395809337372342
2.35,0.6398199918627471
2.375,0.640060619154057
1.3,0.6400637210871722
2.4000000000000004,0.6403025719316268
2.425,0.6405456241000824
2.45,0.6407895658918968
1.275,0.6408818045169425
2.475,0.6410342027074502
2.5,0.6412793540434077
2.525,0.6415248525020938
2.5500000000000003,0.6417705428751992
1.25,0.6418009995866852
2.575,0.6420162812957584
2.6,0.642261934452869
2.625,0.6425073788641128
2.65,0.642752500201081
1.225,0.6428312714518964
2.6750000000000003,0.6429971926638001
2.7,0.6432413584002218
2.725,0.6434849069672619
2.75,0.643727754830174
2.775,0.6439698248973138
1.2000000000000002,0.6439836940319117
2.8000000000000003,0.6442110460875936
2.825,0.6444513529281523
2.85,0.644690685179964
2.875,0.6449289874893055
2.9000000000000004,0.6451662090631536
1.175,0.6452705938135226
2.9250000000000003,0.645402303366758
2.95,0.6456372278417576
2.975,0.6458709436433517
3.0,0.6461034153951437
3.0250000000000004,0.6463346109603899
3.0500000000000003,0.6465645012284811
1.15,0.6467057153493591
3.075,0.6467930599155775
3.1,0.6470202633783956
3.125,0.647246090440227
3.1500000000000004,0.6474705222283361
3.1750000000000003,0.6476935420219466
3.2,0.6479151351100895
3.225,0.6481352886586329
1.125,0.6483044122310733
3.25,0.648353991585872
3.2750000000000004,0.6485712344460968
3.3000000000000003,0.6487870093205977
3.325,0.6490013097156148
3.35,0.6492141304667627
3.375,0.6494254676495049
3.4000000000000004,0.6496353184952746
3.4250000000000003,0.6498436813128724
3.45,0.6500505554147986
1.1,0.6500838680728779
3.475,0.6502559410481911
3.5,0.6504598393300792
1.0750000000000002,0.6520633529687235
1.05,0.6542645220308838
1.025,0.6567117640364625
1.0,0.6594326099760709
0.9750000000000001,0.6624582135133827
0.95,0.6658239181540968
0.925,0.669569929458561
0.9,0.6737421151415958
0.875,0.6783929616922203
0.8500000000000001,0.6835827236302725
0.825,0.6893808112641265
0.8,0.6958674756067144
0.775,0.703135866035325
0.75,0.7112945588746651
0.725,0.7204706855143902
0.7,0.7308138300570697
0.675,0.7425009233499019
0.65,0.755742439220384
0.625,0.7707903096862947
0.6,0.7879481337393427
0.575,0.807584481819989
0.55,0.8301504308050348
0.525,0.8562029584204355
0.5,0.8864365721179444
