season,week,home_team,away_team,model_spread,sigma,z,p_home_win,actual_margin,home_win,vegas_spread_home,z_cover,p_home_cover,home_cover,edge_pts,abs_edge_pts,p_best,side,ev_per_unit,kelly_raw,kelly_capped,stake_frac,win,bankroll
2020,1,DEN,TEN,-4.553931156,11.795317117007238,-0.386079587,0.4101707995985551,-2,0,-3.0,-0.6404178099720831,0.35319220222671394,0,-1.553931156,1.553931156,0.646807797773286,AWAY,0.23481488665809147,0.25829637532390065,0.05,0.0125,1,101.13636363636364
2020,1,LA,DAL,-1.492517967,11.795317117007238,-0.126534789,0.4703332324269725,3,1,1.0,-0.04175538157340901,0.49020216920058657,1,-2.492517967,2.492517967,0.5097978307994134,AWAY,-0.026749595746574373,-0.02942455532123181,0.0,0.0,0,101.13636363636364
2020,1,SF,ARI,9.631411748799568,11.795317117007238,0.8165453843468427,0.6845003546271429,-4,0,7.0,1.4100012389509513,0.7965644828353342,1,2.631411748799568,2.631411748799568,0.7965644828353342,HOME,0.520714012685638,0.5727854139542018,0.05,0.0125,1,102.28564049586777
2020,1,NO,TB,0.78980464,11.795317117007238,0.06695917,0.515709376,11,1,4.0,0.40607680085970344,0.594396304055607,1,-3.21019536,3.21019536,0.594396304055607,HOME,0.1347565804697951,0.1482322385167746,0.05,0.0125,1,103.44797731968444
2020,1,CIN,LAC,3.728933793450985,11.795317117007238,0.3161367987363706,0.5737630420729893,-3,0,-2.5,0.10418827923490333,0.5244347669101869,0,6.2289337934509845,6.2289337934509845,0.5244347669101869,HOME,0.00119364591944765,0.001313010511392415,0.001313010511392415,0.00032825262784810376,0,103.41402024928368
2020,1,WAS,PHI,-8.20141851,11.795317117007238,-0.695311404,0.3412673690214195,10,1,-5.5,-1.1615981473058001,0.2472108494778169,1,-2.70141851,2.70141851,0.7527891505221831,AWAY,0.43714292372416774,0.48085721609658455,0.05,0.0125,0,102.12134499616764
2020,1,NE,MIA,10.75327641,11.795317117007238,0.9116564062685218,0.7041134922982466,10,1,7.5,1.5475019644602233,0.8186665946627025,1,3.25327641,3.25327641,0.8186665946627025,HOME,0.5629089534469776,0.6191998487916753,0.05,0.0125,1,103.28181482566954
2020,1,DET,CHI,-0.297898813,11.795317117007238,-0.025255685,0.4940734176777587,-4,0,2.5,0.18669283455082955,0.5437236635082568,0,-2.7978988129999998,2.7978988129999998,0.5437236635082568,HOME,0.038017903061217606,0.041819693367339365,0.041819693367339365,0.010454923341834841,0,102.20201136906158
2020,1,BUF,NYJ,7.577248507,11.795317117007238,0.6423946412143257,0.6472398328664446,10,1,6.5,1.1934607918851565,0.7586715686717752,1,1.0772485070000002,1.0772485070000002,0.7586715686717752,HOME,0.4483729947370254,0.493210294210728,0.05,0.0125,1,103.36339786189183
2020,1,BAL,CLE,13.03291654095875,11.795317117007238,1.1049229462569568,0.7421392500201337,32,1,7.0,1.6983788008610654,0.8411138814922217,1,6.03291654095875,6.03291654095875,0.8411138814922217,HOME,0.6057628646669686,0.6663391511336655,0.05,0.0125,1,104.53798192850424
