season,week,home_team,away_team,model_spread,sigma,z,p_home_win,actual_margin,home_win,vegas_spread_home,spread_err,home_cover,z_cover,p_home_cover,edge_pts,abs_edge_pts,side,p_best,win,home_cover_close,bet_spread_home,z_bet_cover,p_home_cover_bet,home_cover_bet,edge_pts_bet,abs_edge_pts_bet,clv_pts,ev_per_unit,kelly_raw,stake_frac,bankroll
2020,1,BAL,CLE,13.03291654095875,11.795317117007238,1.1049229462569568,0.7421392500201337,32,1,7.0,-18.96708345904125,1,1.6983788008610654,0.8411138814922217,6.03291654095875,6.03291654095875,HOME,0.8287344759686026,1,1,6.0,1.6135993930604784,0.8287344759686026,1,7.03291654095875,7.03291654095875,1.0,0.5821294541218777,0.6403423995340655,0.02,101.81818181818181
2020,1,NE,MIA,10.75327641,11.795317117007238,0.9116564062685218,0.7041134922982466,10,1,7.5,0.7532764099999998,1,1.5475019644602233,0.8186665946627025,3.25327641,3.25327641,HOME,0.8052226042781668,1,1,6.5,1.4627225566596362,0.8052226042781668,1,4.25327641,4.25327641,1.0,0.5372431536219548,0.5909674689841503,0.02,103.6694214876033
2020,1,SF,ARI,9.631411748799568,11.795317117007238,0.8165453843468427,0.6845003546271429,-4,0,7.0,13.631411748799568,1,1.4100012389509513,0.7965644828353342,2.631411748799568,2.631411748799568,HOME,0.7821698213036425,1,1,6.0,1.3252218311503643,0.7821698213036425,1,3.631411748799568,3.631411748799568,1.0,0.49323329521604486,0.5425566247376493,0.02,105.55432006010518
2020,2,TB,CAR,11.17324985060963,11.805418853284118,0.9464509467617384,0.7111460408084288,14,1,7.5,-2.826750149390371,1,1.581752420873654,0.8239290148355041,3.673249850609629,3.673249850609629,HOME,0.8107368906685608,1,1,6.5,1.4970455576587318,0.8107368906685608,1,4.673249850609629,4.673249850609629,1.0,0.5477704276399797,0.6025474704039777,0.02,107.47348951574347
2020,2,MIA,BUF,-9.917441888,11.805418853284118,-0.840075393,0.3105958884857298,-3,0,-5.5,-6.917441888000001,0,-1.305963141130826,0.2211801438090287,-4.417441888000001,4.417441888000001,AWAY,0.7933331629261254,1,0,-6.5,-1.3906700043457478,0.20666683707387457,0,-3.417441888000001,3.417441888000001,1.0,0.5145451292226031,0.5659996421448634,0.02,109.42755296148425
2020,2,DAL,ATL,6.768459961920814,11.805418853284118,0.5733350121701031,0.6320379955944502,1,1,3.0,5.768459961920814,1,0.8274556018148693,0.6867782026487815,3.768459961920814,3.768459961920814,HOME,0.6689120611558906,1,1,2.0,0.7427487385999473,0.6689120611558906,1,4.768459961920814,4.768459961920814,1.0,0.27701393493397297,0.30471532842737026,0.02,111.41714483351124
2020,2,CLE,CIN,0.2236687903510108,11.805418853284118,0.0189462816297101,0.5044460684298416,5,1,6.0,-4.77633120964899,1,0.5271874609192425,0.6217614490947093,-5.77633120964899,5.77633120964899,HOME,0.602677143629587,1,1,5.0,0.44248059770432047,0.602677143629587,1,-4.77633120964899,4.77633120964899,1.0,0.1505654560201206,0.16562200162213267,0.02,113.44291110321144
2020,2,SEA,NE,-0.004408177,11.805418853284118,-0.000373403,0.4999123728416509,5,1,4.0,-5.004408177,1,0.3384540500135221,0.5789040698258228,-4.004408177,4.004408177,HOME,0.5593269652024688,1,1,3.0,0.25374718679860003,0.5593269652024688,1,-3.004408177,3.004408177,1.0,0.06780602447744044,0.07458662692518449,0.02,115.50550948690619
2020,3,NYG,SF,-7.691954851,11.780969492700624,-0.65291357,0.3504644666286599,-27,0,-3.0,19.308045149,0,-0.9075615430143192,0.2967192921545634,-4.691954851,4.691954851,AWAY,0.7203194341222988,1,0,-4.0,-0.9924442006444566,0.2796805658777012,0,-3.691954851,3.691954851,1.0,0.37515528332438863,0.4126708116568275,0.02,117.6056096593954
2020,3,BAL,KC,5.870503273943812,11.780969492700624,0.49830392,0.6152847668799908,-14,0,3.5,19.87050327394381,0,0.7953932212242537,0.6800642121824274,2.370503273943812,2.370503273943812,HOME,0.6620072087241974,0,0,2.5,0.7105105635941164,0.6620072087241974,0,3.370503273943812,3.370503273943812,1.0,0.2638319439280131,0.29021513832081447,0.02,115.25349746620749
2020,3,NE,LV,0.932419625,11.780969492700624,0.079146256,0.5185666970512367,16,1,7.0,-15.067580375,1,0.6733248592074574,0.6539745767768027,-6.067580375,6.067580375,HOME,0.6353821768423051,1,1,6.0,0.5884422015773202,0.6353821768423051,1,-5.067580375,5.067580375,1.0,0.2130023376080371,0.23430257136884083,0.02,117.34901560195672
2020,3,SEA,DAL,-0.079718943,11.780969492700624,-0.006766756,0.4984120365560013,7,1,5.5,-7.079718943,1,0.46008786122045,0.6066660046188695,-5.579718943,5.579718943,HOME,0.5873404662789206,1,1,4.5,0.3752052035903127,0.5873404662789206,1,-4.579718943,4.579718943,1.0,0.12128634471430288,0.13341497918573317,0.02,119.48263406744684
2020,3,MIN,TEN,0.8287592290339161,11.780969492700624,0.070347286,0.5165038230919784,-1,0,-3.0,1.828759229033916,0,-0.1843006869945095,0.4568343743532653,3.828759229033916,3.828759229033916,AWAY,0.5629067934848051,1,0,-4.0,-0.26918334462464694,0.43709320651519495,0,4.828759229033916,4.828759229033916,1.0,0.0746402421073552,0.08210426631809073,0.02,121.65504559594586
2020,4,WAS,BAL,-18.95083272,12.126695025260716,-1.562736812,0.1789805952119798,-14,0,-14.5,-4.950832720000001,0,-2.758445945108678,0.0523358379629171,-4.450832720000001,4.450832720000001,AWAY,0.9526512808821557,1,0,-15.5,-2.840908643965781,0.04734871911784427,0,-3.450832720000001,3.450832720000001,1.0,0.8186978998659336,0.9005676898525269,0.02,123.86695551587215
2020,4,GB,ATL,7.640992282819121,12.126695025260716,0.630096846,0.6445490954951719,14,1,5.0,-6.359007717180879,1,1.0424103398730724,0.7301221801314967,2.640992282819121,2.640992282819121,HOME,0.7138526073969998,1,1,4.0,0.9599476410159697,0.7138526073969998,1,3.640992282819121,3.640992282819121,1.0,0.3628095232124542,0.39909047553369964,0.02,126.1190819797971
2020,4,DET,NO,-7.270696993,12.126695025260716,-0.599561297,0.3621630093812819,-6,0,-3.0,-1.2706969929999996,0,-0.8469493931863094,0.3091695941814202,-4.270696993,4.270696993,AWAY,0.7077120376152418,1,0,-4.0,-0.929412092043412,0.2922879623847582,0,-3.2706969929999996,3.2706969929999996,1.0,0.35108661726546164,0.38619527899200784,0.02,128.4121561976116
2020,4,DAL,CLE,5.8759136751066725,12.126695025260716,0.4845436999006532,0.6121877759985144,-11,0,3.5,16.875913675106673,0,0.7731631459005128,0.675374100588986,2.3759136751066725,2.3759136751066725,HOME,0.6577368430964127,0,0,2.5,0.69070044704341,0.6577368430964127,0,3.3759136751066725,3.3759136751066725,1.0,0.25567942772951513,0.2812473705024667,0.02,125.84391307365938
2020,4,NYJ,DEN,-4.65366628,12.126695025260716,-0.383753881,0.4107027650241228,-9,0,1.0,4.34633372,0,-0.3012911821719907,0.429663823943854,-5.65366628,5.65366628,AWAY,0.5892972349746171,1,0,0.0,-0.38375388102909347,0.4107027650253829,0,-4.65366628,4.65366628,1.0,0.12502199404245073,0.1375241934466958,0.02,128.13198422045318
2020,4,CIN,JAX,3.381073819769023,12.126695025260716,0.2788124722132469,0.5651373158739339,8,1,1.0,-4.618926180230977,1,0.3612751710703496,0.584147286170274,2.381073819769023,2.381073819769023,HOME,0.5651373158739339,1,1,0.0,0.27881247221324695,0.5651373158739339,1,3.381073819769023,3.381073819769023,1.0,0.07889851212296473,0.0867883633352612,0.02,130.46165666082504
2020,5,SF,MIA,12.715000926300757,12.068836286738891,1.0535399291373155,0.7322820120289918,-26,0,8.5,38.71500092630076,0,1.7578331847629396,0.8494364811809068,4.215000926300757,4.215000926300757,HOME,0.8377566009494876,0,0,7.5,1.674975154689337,0.8377566009494876,0,5.215000926300757,5.215000926300757,1.0,0.5993535109035671,0.6592888619939239,0.02,127.85242352760854
2020,5,CHI,TB,-8.420477553,12.068836286738891,-0.697704182,0.340751056573522,1,1,-3.5,-9.420477553,0,-0.9877072875781812,0.2806187821882324,-4.920477553,4.920477553,AWAY,0.7355690547178658,1,0,-4.5,-1.070565317651784,0.2644309452821342,0,-3.9204775529999996,3.9204775529999996,1.0,0.4042681953704711,0.4446950149075182,0.02,130.17701304629233
2020,5,NYJ,ARI,-4.189230571,12.068836286738891,-0.347111393,0.4191051805237579,-20,0,-7.0,15.810769429,0,-0.927117603152394,0.2927518395218738,2.810769429,2.810769429,AWAY,0.7237784926441662,1,0,-8.0,-1.0099756332259968,0.27622150735583384,0,3.8107694289999996,3.8107694289999996,1.0,0.38175894050249903,0.41993483455274894,0.02,132.5438678289522
2020,5,SEA,MIN,1.4991519118437515,12.068836286738891,0.1242167741964487,0.5291242718816072,1,1,6.5,0.4991519118437515,1,0.662793969674867,0.651686916585954,-5.000848088156248,5.000848088156248,HOME,0.6335004489435017,1,1,5.5,0.5799359396012642,0.6335004489435017,1,-4.000848088156248,4.000848088156248,1.0,0.20940994798304857,0.23035094278135343,0.02,134.95375633493313
