qb_name,qb_value_shrunk
A.Brown,-0.7192163795584426
A.Dalton,-2.181423226693136
A.Luck,0.364807886454065
A.McCarron,-0.8961682358261728
A.O'Connell,-2.487937485025525
A.Richardson,-0.7416822554783539
A.Rodgers,2.690778515201362
A.Smith,-0.6499999999999999
Aa.Rodgers,1.5650187065740246
B.Allen,-3.099982994023614
B.Bortles,0.20218204633653244
B.DiNucci,-0.6422933026353658
B.Gabbert,-0.6875
B.Hoyer,0.5500233832175307
B.Mayfield,-0.04749688223766254
B.Nix,0.3531366916087654
B.Osweiler,-1.744128650925897
B.Perkins,-1.1422933026353657
B.Purdy,4.523992517370391
B.Roethlisberger,1.3872849649874535
B.Rypien,-0.3125
B.Young,-4.329074117807912
B.Zappe,-2.515209258011294
C.Beathard,-1.1500089078923927
C.Daniel,-0.40625
C.Henne,-0.665399005056942
C.Keenum,-2.179734785560547
C.Kessler,-0.15589335680824976
C.McCoy,-2.4282527362721633
C.Newton,0.24573274048466515
C.Rush,-2.364807886454065
C.Streveler,0.0500143896723266
C.Stroud,0.46739130434782605
C.Tune,-0.8730625334045965
C.Ward,-1.4433458043826832
C.Wentz,0.9448669983143526
C.Williams,-1.7437616916087655
D.Anderson,-1.4642857142857142
D.Blough,-3.4394638386452505
D.Brees,4.154070179648556
D.Carr,-0.06528751532681483
D.Haskins,-3.6260074826296096
D.Hodges,0.008834533278838
D.Jones,-3.165862783694646
D.Kizer,0.4499856103276734
D.Lock,-3.534610588057942
D.Maye,-2.4539925173703905
D.Mills,-6.440476190476192
D.Prescott,3.3028846153846154
D.Ridder,-0.3666666666666667
D.Thompson-Robinson,-1.2666874517489162
D.Watson,0.723345804382683
D.Webb,-1.1422933026353657
E.Manning,-1.671875
E.Stick,-0.8617757097494262
G.Gilbert,-1.7142857142857142
G.Minshew,-1.6770833333333335
G.Minshew II,-1.90600748262961
G.Smith,-0.49477891142895897
I.Book,-0.35770669736463434
J.Allen,3.3155415025443635
J.Brissett,-1.7666744610725105
J.Browning,-0.19762795551144027
J.Burrow,1.3243993690604998
J.Daniels,0.3568901011813708
J.Dobbs,-3.2749866381614106
J.Driskel,-3.0238886435990984
J.Fields,-2.8160647476521343
J.Flacco,-1.6884687332977018
J.Fromm,-0.5884759281338651
J.Garoppolo,2.2932863741155263
J.Goff,1.7039652846707898
J.Herbert,1.2241915369275245
J.Hurts,3.1310102903070853
J.Johnson,-2.297025811928192
J.Love,0.8329827035263881
J.Luton,-2.21001247104935
J.McCarthy,0.3571428571428571
J.McCown,-1.2433458043826833
J.Milton,-0.35770669736463434
J.Rosen,-5.475918997565176
J.Stidham,-1.3937733832175307
J.Winston,-0.9463534327778049
J.Wolford,-0.4967040798147159
Jos.Allen,1.375
K.Allen,-1.9066541956173166
K.Cousins,1.46150608022779
K.Hinton,-1.4346297742877112
K.Murray,-0.7942164336549552
K.Pickett,-1.0099946552645644
L.Falk,-2.6233208622839843
L.Jackson,4.6084905660377355
M.Barkley,-0.5714285714285714
M.Glennon,-4.063602351683591
M.Jones,-0.01825693755143249
M.Mariota,-0.20101659049509701
M.Moore,-0.6100124710493497
M.Penix,0.7777777777777778
M.Rudolph,-0.5499889961329267
M.Ryan,-1.2943096788299888
M.Sanchez,-0.6071428571428571
M.Schaub,-0.7038605435184805
M.Stafford,0.36818181818181805
M.Trubisky,0.9160921830979536
M.White,-1.7552533123294607
M.Willis,-0.3333333333333333
N.Foles,-1.6741185794061815
N.Mullens,-1.307581426234553
N.Peterman,-1.7433458043826833
P.Mahomes,5.459918901369755
P.Rivers,2.669642857142857
P.Walker,-2.3023720444885596
R.Finley,-2.3633707464813827
R.Fitzpatrick,-4.018411207066303
R.Griffin,-0.6807548410969042
R.Griffin III,-0.2807836204415574
R.Tannehill,-0.18765366114377335
R.Wilson,0.7303466768993226
S.Bradford,-1.2766791377160167
S.Darnold,-2.2988678878577327
S.Ehlinger,-0.28125
S.Howell,-2.5999999999999996
S.Mannion,-1.3214285714285714
S.Rattler,-3.2181988241582045
S.Thompson,0.17502338321753075
T.Bagent,-1.3323639450435438
T.Boyle,-3.1666666666666665
T.Brady,5.925531914893617
T.Bridgewater,-0.8438737333522398
T.DeVito,-3.064276806393322
T.Heinicke,-1.415111928703715
T.Hill,1.3900187065740246
T.Huntley,0.05357142857142853
T.Lance,0.46875
T.Lawrence,-1.6418918918918919
T.McKee,0.10383176417382725
T.McSorley,-0.7038605435184805
T.Siemian,-0.9586712522947506
T.Tagovailoa,1.3473258507037236
T.Taylor,-2.6666666666666665
Ty.Taylor,-0.3961682358261728
W.Grier,-0.4499856103276734
W.Levis,-1.7266791377160164
Z.Wilson,-3.393190321170011
