qb_name,qb_value_shrunk
A.Brown,-0.7198143648169542
A.Dalton,-2.18164533550344
A.Luck,0.3650958052822372
A.McCarron,-0.8955702505676613
A.O'Connell,-2.487669422668262
A.Richardson,-0.7410344381149664
A.Rodgers,2.679245283018868
A.Smith,-0.6499999999999999
Aa.Rodgers,1.5642413257379597
B.Allen,-3.100689703874582
B.Bortles,0.2018440546686781
B.DiNucci,-0.6428912878938773
B.Gabbert,-0.6680933378012003
B.Hoyer,0.5490516571724495
B.Mayfield,-0.12270301197774842
B.Nix,0.8412451809655331
B.Osweiler,-1.7436713680811529
B.Perkins,-1.1428912878938773
B.Purdy,4.472014906428651
B.Roethlisberger,1.3874167244511932
B.Rypien,-0.3125
B.Young,-4.205157728880417
B.Zappe,-2.5155472496791482
C.Beathard,-1.1496387265418855
C.Daniel,-0.40625
C.Henne,-0.6648010197984305
C.Keenum,-2.179524682631881
C.Kessler,-0.15543607396350564
C.McCoy,-2.4285907279400174
C.Newton,0.4394602931574088
C.Rush,-2.6887438040985425
C.Streveler,0.04941640441381508
C.Stroud,0.6151512909669304
C.Tune,-0.873660518663108
C.Ward,-2.2819782496116
C.Wentz,0.9735504536125976
C.Williams,-1.61835466449656
D.Anderson,-1.4642857142857142
D.Blough,-3.4398729864537048
D.Brees,4.154546127099208
D.Carr,-0.06556188503366128
D.Gabriel,-0.5428275504919732
D.Haskins,-3.625696530295184
D.Hodges,0.008377250434093894
D.Jones,-2.9077866631339346
D.Kizer,0.45058359558618494
D.Lock,-3.534809916477446
D.Maye,-1.7266469044090071
D.Mills,-6.440476190476192
D.Prescott,3.102223974838345
D.Ridder,-0.3666666666666667
D.Thompson-Robinson,-1.2658236952643995
D.Watson,0.722827550491973
D.Webb,-1.1428912878938773
E.Manning,-1.671875
E.Stick,-0.8613184269046822
G.Gilbert,-1.7142857142857142
G.Minshew,-1.6770833333333335
G.Minshew II,-1.9056965302951838
G.Smith,-0.6851044120757689
I.Book,-0.3571087121061228
J.Allen,3.4379536636924724
J.Brissett,-2.0056965302951837
J.Browning,-0.9627136198860693
J.Burrow,1.3240201588965657
J.Daniels,0.421875
J.Dart,-1.375
J.Dobbs,-3.2755419101871714
J.Driskel,-3.024902618602661
J.Fields,-2.845043843095261
J.Flacco,-2.1025893319523563
J.Fromm,-0.5878779428753536
J.Garoppolo,2.2931703471250686
J.Goff,1.8362705652710831
J.Herbert,1.3232740901301074
J.Hurts,3.218583292257585
J.Johnson,-2.2983976604624243
J.Love,1.3756965302951838
J.Luton,-2.20949421715864
J.McCarthy,0.3571428571428571
J.McCown,-1.242827550491973
J.Milton,-0.3571087121061228
J.Rosen,-5.476206916393349
J.Stidham,-1.8192493983611053
J.Winston,-0.9467774586883857
J.Wolford,-0.49514931814258595
Jos.Allen,1.375
K.Allen,-1.9071724495080267
K.Cousins,1.461437285463536
K.Hinton,-1.4340317890291996
K.Murray,-0.7496089307927627
K.Pickett,-1.0102167640748687
L.Falk,-2.6238391161746937
L.Jackson,4.604134703339996
M.Barkley,-0.5714285714285714
M.Glennon,-4.065015771385528
M.Jones,-0.15151515151515157
M.Mariota,-0.21137932127796744
M.Moore,-0.6094942171586397
M.Penix,0.46940889250573353
M.Rudolph,-0.5504462789776708
M.Ryan,-1.2946630337554728
M.Sanchez,-0.6071428571428571
M.Schaub,-0.703262558259969
M.Stafford,0.5482456140350878
M.Trubisky,0.916487461489173
M.White,-1.755662460137916
M.Willis,-0.3333333333333333
N.Foles,-1.6749227664779727
N.Mullens,-1.3073458562842302
N.Peterman,-1.742827550491973
P.Mahomes,5.394860693940963
P.Rivers,2.669642857142857
P.Walker,-2.302742225839067
R.Finley,-2.361815984809253
R.Fitzpatrick,-4.018820354874758
R.Griffin,-0.6813528263554157
R.Griffin III,-0.2801856351830459
R.Tannehill,-0.1873792914369269
R.Wilson,0.7301473484798188
S.Bradford,-1.2761608838253062
S.Darnold,-2.095487244725643
S.Ehlinger,-0.28125
S.Howell,-2.5999999999999996
S.Mannion,-1.3214285714285714
S.Rattler,-3.568647173644584
S.Thompson,0.17405165717244953
T.Bagent,-1.3319066621987996
T.Boyle,-3.1666666666666665
T.Brady,5.925531914893617
T.Bridgewater,-0.8440323825024572
T.DeVito,-3.0646469877438283
T.Heinicke,-1.4152927149446606
T.Hill,1.3892413257379594
T.Huntley,0.05357142857142853
T.Lance,0.46875
T.Lawrence,-1.7472413655738357
T.McKee,0.10442974943233878
T.McSorley,-0.703262558259969
T.Siemian,-0.9596852272983136
T.Tagovailoa,1.254085572504572
T.Taylor,-2.565696530295184
Ty.Taylor,-0.39557025056766126
W.Grier,-0.45058359558618494
W.Levis,-1.7261608838253064
Z.Wilson,-3.3928369662445266
