qb_name,qb_value_shrunk
A.Brown,-0.7188057225793075
A.Dalton,-2.1812706969580287
A.Luck,0.3646101627233703
A.McCarron,-0.8965788928053079
A.O'Connell,-2.488121572636862
A.Richardson,-0.7421271338724168
A.Rodgers,2.6862745098039214
A.Smith,-0.6499999999999999
Aa.Rodgers,1.5655525606469005
B.Allen,-3.099497672139181
B.Bortles,0.20241415680300018
B.DiNucci,-0.6418826456562307
B.Gabbert,-0.6673220231488823
B.Hoyer,0.5506907008086255
B.Mayfield,-0.08851616118145371
B.Nix,0.39211372924093557
B.Osweiler,-1.7444426827334707
B.Perkins,-1.1418826456562308
B.Purdy,4.52377897574124
B.Roethlisberger,1.387194481246288
B.Rypien,-0.3125
B.Young,-4.261904761904762
B.Zappe,-2.514977147544826
C.Beathard,-1.1502631241175714
C.Daniel,-0.4062499999999999
C.Henne,-0.6658096620360772
C.Keenum,-2.179879070445108
C.Kessler,-0.1562073886158237
C.McCoy,-2.4280206258056953
C.Newton,0.24539198256580835
C.Rush,-2.4038461538461537
C.Streveler,0.05042504665146175
C.Stroud,0.47432165318957764
C.Tune,-0.8726518764254614
C.Ward,-1.0
C.Wentz,0.9395386284874157
C.Williams,-1.6985653421441615
D.Anderson,-1.4642857142857142
D.Blough,-3.4391828628174212
D.Brees,4.153743330216184
D.Carr,-0.0650990962422705
D.Haskins,-3.6262210242587605
D.Hodges,0.009148565086411937
D.Jones,-3.2997238028684572
D.Kizer,0.44957495334853825
D.Lock,-3.53447370239823
D.Maye,-2.42453953279425
D.Mills,-6.440476190476192
D.Prescott,3.2596153846153846
D.Ridder,-0.36666666666666664
D.Thompson-Robinson,-1.2672806229410003
D.Watson,0.7237017070979335
D.Webb,-1.1418826456562308
E.Manning,-1.671875
E.Stick,-0.8620897415570001
G.Gilbert,-1.7142857142857142
G.Minshew,-1.6770833333333335
G.Minshew II,-1.90622102425876
G.Smith,-0.48956138201421234
I.Book,-0.35811735434376946
J.Allen,3.251601260907305
J.Brissett,-1.766896900269542
J.Browning,-0.1405525606469003
J.Burrow,1.3246597856814146
J.Daniels,0.3567060135700343
J.Dobbs,-3.2746053138236424
J.Driskel,-3.0231923121996953
J.Fields,-2.9007802525180875
J.Flacco,-1.5226573648327253
J.Fromm,-0.5888865851130003
J.Garoppolo,2.2933660538278957
J.Goff,1.740267385444744
J.Herbert,1.2282608695652175
J.Hurts,3.1474358974358974
J.Johnson,-2.2960837165054704
J.Love,0.6304347826086957
J.Luton,-2.2103683737646
J.McCarthy,0.3571428571428571
J.McCown,-1.2437017070979337
J.Milton,-0.35811735434376946
J.Rosen,-5.475721273834482
J.Stidham,-1.3944407008086253
J.Winston,-0.9460622396471453
J.Wolford,-0.4977717879604672
Jos.Allen,1.375
K.Allen,-1.9062982929020662
K.Cousins,1.461553323951053
K.Hinton,-1.4350404312668463
K.Murray,-0.8044904513391065
K.Pickett,-1.0098421255294572
L.Falk,-2.6229649595687334
L.Jackson,4.625290720061609
M.Barkley,-0.5714285714285714
M.Glennon,-4.062631707914727
M.Jones,-0.01612903225806453
M.Mariota,-0.22009519986236167
M.Moore,-0.6103683737646002
M.Penix,0.40261614079594094
M.Rudolph,-0.5496749643253528
M.Ryan,-1.2940670178877727
M.Sanchez,-0.6071428571428571
M.Schaub,-0.7042712004976156
M.Stafford,0.38848141645441286
M.Trubisky,0.9158207318744573
M.White,-1.7549723365016312
M.Willis,-0.3333333333333333
N.Foles,-1.673566316572172
N.Mullens,-1.3077432001960303
N.Peterman,-1.7437017070979335
P.Mahomes,5.441666666666667
P.Rivers,2.669642857142857
P.Walker,-2.3021178282633805
R.Finley,-2.364438454627134
R.Fitzpatrick,-4.018130231238474
R.Griffin,-0.6803441841177691
R.Griffin III,-0.28119427742069253
R.Tannehill,-0.18784208022831778
R.Wilson,0.8027767450506553
S.Bradford,-1.2770350404312671
S.Darnold,-2.392592248350218
S.Ehlinger,-0.28125
S.Howell,-2.5999999999999996
S.Mannion,-1.3214285714285714
S.Rattler,-3.0936465152098576
S.Thompson,0.17569070080862537
T.Bagent,-1.3326779768511177
T.Boyle,-3.1666666666666665
T.Brady,5.925531914893617
T.Bridgewater,-0.843764783541449
T.DeVito,-2.9844474393531
T.Heinicke,-1.414987776593744
T.Hill,1.3905525606469
T.Huntley,0.05357142857142859
T.Lance,0.46875000000000006
T.Lawrence,-1.6622530738839865
T.McKee,0.10342110719469211
T.McSorley,-0.7042712004976156
T.Siemian,-0.9579749208953473
T.Tagovailoa,1.5118634807314053
T.Taylor,-2.441544591585609
Ty.Taylor,-0.39657889280530795
W.Grier,-0.44957495334853825
W.Levis,-1.7270350404312669
Z.Wilson,-3.3934329821122273
