qb_name,qb_value_shrunk
A.Brown,-0.7209976139075106
A.Dalton,-2.2728587180394033
A.Luck,0.3656655178073198
A.McCarron,-0.8943870014771049
A.O'Connell,-2.4871390006621503
A.Richardson,-0.7397525849335302
A.Rodgers,2.381738459286465
A.Smith,-0.6499999999999999
Aa.Rodgers,1.5627031019202364
B.Allen,-3.1020880891634217
B.Bortles,0.20117526170445055
B.Cook,-0.31746392455402794
B.DiNucci,-0.6440745369844336
B.Gabbert,-0.6875
B.Hoyer,0.5471288774002954
B.Mayfield,-0.07112259970457901
B.Nix,1.2679538580572554
B.Osweiler,-1.7427665305413154
B.Perkins,-1.1440745369844336
B.Purdy,4.560109962251764
B.Roethlisberger,1.3876774403525023
B.Rypien,-0.3125
B.Young,-4.3269230769230775
B.Zappe,-2.5162160426433755
C.Beathard,-1.55
C.Daniel,-0.40625
C.Henne,-0.6636177707078741
C.Keenum,-2.179108946464929
C.Kessler,-0.1545312364236684
C.McCoy,-2.4292595209042456
C.Newton,0.24721078600835983
C.Rush,-2.687645072800169
C.Streveler,0.048233155323258725
C.Stroud,0.5145011930462448
C.Tune,-0.8748437677536645
C.Ward,-4.0250812407680945
C.Wentz,0.9451219512195123
C.Williams,-1.4344270943236972
D.Anderson,-1.4642857142857142
D.Blough,-3.4406825779367174
D.Brees,4.155487896783528
D.Carr,-0.06610478755756366
D.Gabriel,-0.6101746459292727
D.Haskins,-3.6250812407680946
D.Hodges,0.007472412894256617
D.Jones,-2.4904962098462837
D.Kizer,0.45176684467674133
D.Lock,-3.5352043328409644
D.Maye,-0.46779911373707533
D.Mills,-5.95117526170445
D.Prescott,2.8837133132104555
D.Ridder,-0.3666666666666667
D.Thompson-Robinson,-1.2641145576891515
D.Watson,0.7218020679468242
D.Webb,-1.1440745369844336
E.Manning,-1.671875
E.Stick,-0.8604135893648449
G.Gilbert,-1.7142857142857142
G.Minshew,-1.6770833333333335
G.Minshew II,-1.9050812407680944
G.Smith,-1.0763778319169752
I.Book,-0.3559254630155664
J.Allen,3.524177573196844
J.Brissett,-2.334893964971513
J.Browning,-0.9620448269218419
J.Burrow,1.1757403108954068
J.Daniels,0.36764705882352944
J.Dart,-1.9872968980797638
J.Dobbs,-3.276640641485545
J.Driskel,-3.0269089974953443
J.Fields,-2.99590222518702
J.Flacco,-2.192899882332324
J.Fromm,-0.5866946937847972
J.Garoppolo,2.3602941176470584
J.Goff,1.9925873229646365
J.Herbert,1.4817369606057564
J.Hurts,3.220528438418004
J.Johnson,-2.301112173081936
J.Love,1.7917022985824975
J.Luton,-2.2084687346134912
J.McCarthy,-0.8224753168001244
J.McCown,-1.2418020679468242
J.Milton,-0.3559254630155664
J.Rosen,-5.47677662891843
J.Stidham,-1.3908788774002954
J.Winston,-1.291559770919174
J.Wolford,-0.4920728705071393
Jos.Allen,1.375
K.Allen,-1.908197932053176
K.Cousins,1.4241626582837807
K.Hinton,-1.4328485399386435
K.Murray,-0.7488160319176476
K.Pickett,-1.0106562565942183
L.Falk,-2.6248645987198427
L.Jackson,4.766610893975242
M.Barkley,-0.5714285714285714
M.Brosmer,-0.836382229292126
M.Glennon,-4.067812541963207
M.Jones,-0.2010575214608353
M.Mariota,-0.7175173696591718
M.Moore,-0.6084687346134909
M.Penix,0.1666666666666667
M.Rudolph,-0.45127605448875757
M.Ryan,-1.2953622263998925
M.Sanchez,-0.6071428571428571
M.Schaub,-0.7020793091694125
M.Stafford,0.9291666666666667
M.Trubisky,0.9172696091931003
M.White,-1.7564720516209282
M.Willis,-0.3333333333333333
N.Foles,-1.676514032496307
N.Mullens,-1.306879727854617
N.Peterman,-1.7418020679468242
P.Mahomes,5.361625717410668
P.Rivers,2.669642857142857
P.Walker,-2.303474713371316
R.Finley,-2.358739537173806
R.Fitzpatrick,-4.019629946357771
R.Griffin,-0.6825360754459722
R.Griffin III,-0.2790023860924895
R.Leonard,0.31746392455402794
R.Tannehill,-0.1868363889130246
R.Wilson,0.7297529321162999
S.Bradford,-1.2751354012801577
S.Darnold,-1.5408163265306123
S.Ehlinger,-0.28125
S.Howell,-2.5999999999999996
S.Mannion,-1.3214285714285714
S.Rattler,-3.5674639245540276
S.Sanders,-0.9221288774002954
S.Thompson,0.17212887740029542
T.Bagent,-1.3310018246589626
T.Boyle,-3.1666666666666665
T.Brady,5.925531914893617
T.Bridgewater,-0.844346305730564
T.DeVito,-2.987296898079764
T.Heinicke,-1.4156504414138984
T.Hill,1.3877031019202364
T.Huntley,0.08182651657922892
T.Lance,0.46875
T.Lawrence,-1.5
T.McKee,0.10561299852289513
T.McSorley,-0.7020793091694125
T.Shough,-1.7914409978664039
T.Siemian,-0.9616916061909963
T.Tagovailoa,0.9807628812233903
T.Taylor,-3.0626450728001684
Ty.Taylor,-0.39438700147710487
W.Grier,-0.45176684467674133
W.Levis,-1.7251354012801576
Z.Wilson,-3.3921377736001075
