qb_name,qb_value_shrunk
A.Brown,-0.720319591167385
A.Dalton,-2.272734573030648
A.Luck,0.3653390624139261
A.McCarron,-0.8950650242172306
A.O'Connell,-2.487442941890482
A.Richardson,-0.7404871095686664
A.Rodgers,2.4384391760941093
A.Smith,-0.6499999999999999
Aa.Rodgers,1.5635845314823997
B.Allen,-3.101286789561455
B.Bortles,0.2015584919488694
B.DiNucci,-0.643396514244308
B.Gabbert,-0.6875
B.Hoyer,0.5482306643529995
B.Mayfield,-0.11699584539169
B.Nix,1.052093788166439
B.Osweiler,-1.7432850185190585
B.Perkins,-1.143396514244308
B.Purdy,4.559783506858371
B.Roethlisberger,1.3875280455114576
B.Rypien,-0.3125
B.Young,-4.3269230769230775
B.Zappe,-2.5158328123989566
C.Beathard,-1.55
C.Daniel,-0.40625
C.Henne,-0.6642957934479997
C.Keenum,-2.1793471706709187
C.Kessler,-0.15504972440141152
C.McCoy,-2.4288762906598262
C.Newton,0.43974585587721754
C.Rush,-2.642615355683586
C.Streveler,0.04891117806338431
C.Stroud,0.5810950061730195
C.Tune,-0.8741657450135388
C.Ward,-4.073820442902
C.Wentz,0.9451219512195123
C.Williams,-1.3503452362238049
D.Anderson,-1.4642857142857142
D.Blough,-3.4402186676408424
D.Brees,4.154948246031184
D.Carr,-0.06579369477091779
D.Gabriel,-0.6096561579515296
D.Haskins,-3.6254338125929597
D.Hodges,0.007990900871999764
D.Jones,-2.4909805118035164
D.Kizer,0.4510888219366157
D.Lock,-3.534978325260923
D.Maye,-0.4675472767193144
D.Mills,-5.951558491948869
D.Prescott,2.9633995989838584
D.Ridder,-0.3666666666666667
D.Thompson-Robinson,-1.2650939238693328
D.Watson,0.722389687654933
D.Webb,-1.143396514244308
E.Manning,-1.671875
E.Stick,-0.860932077342588
G.Gilbert,-1.7142857142857142
G.Minshew,-1.6770833333333335
G.Minshew II,-1.90543381259296
G.Smith,-0.9575222451269472
I.Book,-0.356603485755692
J.Allen,3.517408666955875
J.Brissett,-2.175197187542255
J.Browning,-0.9624280571662608
J.Burrow,1.2431232117363853
J.Daniels,0.28376226318715164
J.Dart,-1.9864154685176005
J.Dobbs,-3.276011048941143
J.Driskel,-3.0257593067620876
J.Fields,-2.9956178930701935
J.Flacco,-2.1933480668554575
J.Fromm,-0.5873727165249228
J.Garoppolo,2.3602941176470584
J.Goff,1.9932775115224295
J.Herbert,1.5267481310818822
J.Hurts,3.221590909090909
J.Johnson,-2.299556709148707
J.Love,1.7369944755294284
J.Luton,-2.2090563543215995
J.McCarthy,-0.6944444444444444
J.McCown,-1.2423896876549332
J.Milton,-0.356603485755692
J.Rosen,-5.476450173525037
J.Stidham,-1.8180903496748229
J.Winston,-1.2910958606232985
J.Wolford,-0.49383572963146594
Jos.Allen,1.375
K.Allen,-1.9076103123450667
K.Cousins,1.510962850255586
K.Hinton,-1.433526562678769
K.Murray,-0.7492703770527833
K.Pickett,-1.0104044195764572
L.Falk,-2.624276979011734
L.Jackson,4.774747237764714
M.Barkley,-0.5714285714285714
M.Brosmer,-0.8357042065520004
M.Glennon,-4.066209942759273
M.Jones,-0.20092977804602905
M.Mariota,-0.717190914265778
M.Moore,-0.6090563543215998
M.Penix,0.16666666666666666
M.Rudolph,-0.4507863713986669
M.Ryan,-1.2949615765989093
M.Sanchez,-0.6071428571428571
M.Schaub,-0.7027573319095382
M.Stafford,0.8433962578586219
M.Trubisky,0.9168214246699663
M.White,-1.7560081413250528
M.Willis,-0.3333333333333333
N.Foles,-1.6756022088113107
N.Mullens,-1.3071468277219394
N.Peterman,-1.7423896876549332
P.Mahomes,5.38076923076923
P.Rivers,2.669642857142857
P.Walker,-2.303054985008381
R.Finley,-2.3605023962981324
R.Fitzpatrick,-4.019166036061895
R.Griffin,-0.6818580527058465
R.Griffin III,-0.2796804088326151
R.Tannehill,-0.18714748169967044
R.Wilson,0.7299789396963418
S.Bradford,-1.2757230209882664
S.Darnold,-1.6457303640703504
S.Ehlinger,-0.28125
S.Howell,-2.5999999999999996
S.Mannion,-1.3214285714285714
S.Rattler,-3.5681419472941536
S.Sanders,-1.1757230209882665
S.Thompson,0.1732306643529995
T.Bagent,-1.3315203126367057
T.Boyle,-3.1666666666666665
T.Brady,5.925531914893617
T.Bridgewater,-0.844166422146449
T.DeVito,-3.064959746913143
T.Heinicke,-1.4154454577947906
T.Hill,1.3885845314823997
T.Huntley,0.08152257535089669
T.Lance,0.46875
T.Lawrence,-1.468242827532241
T.McKee,0.10493497578276954
T.McSorley,-0.7027573319095382
T.Shough,-1.550832628539765
T.Siemian,-0.9605419154577396
T.Tagovailoa,0.9426777156078098
T.Taylor,-3.0050313079564446
Ty.Taylor,-0.3950650242172305
W.Grier,-0.4510888219366157
W.Levis,-1.7257230209882664
Z.Wilson,-3.3925384234010907
